GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,996.0813811086014,,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
B.  Manure management,,262.37904191200005,9.74406899078874,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
D.  Agricultural soils,,,69.60947293596865,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
G. Liming,1937.631381714287,,,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
H. Urea application,719.566571428571,,,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,213.036246024691,,,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
J.  Other ,,53.4574425669245,0.88390313512758,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
A. Forest land (4),-56355.49175958905,0.998009826,1.60674355336,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
B. Cropland (4),15453.791319714011,3.826744241,1.182350432,,,,,Summary1.As2,GERMANY,2017,Subsector,3.  Agriculture
D. Wetlands (4),4063.498995347004,194.749209919,0.140302171,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),0.63936873000044,1.011267606,0.359985034,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-3137.9173217561265,,,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.385326498,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,153.005,,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,28.77644,0.7058492,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.0997803,0.1158369,,,,,Summary1.As2,GERMANY,2017,Subsector,5.  Waste
A.  Enteric fermentation,,980.493080557414,,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
B.  Manure management,,259.92065887454856,9.53432921786455,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
D.  Agricultural soils,,,65.84671360822934,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
G. Liming,2047.438471047619,,,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
H. Urea application,605.250642857142,,,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,202.708719209876,,,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
J.  Other ,,52.6207238541685,0.86423888972265,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
A. Forest land (4),-48420.84082001838,1.465110507,1.62480871436,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
B. Cropland (4),15384.231815707348,3.76255903,1.202863074,,,,,Summary1.As2,GERMANY,2018,Subsector,3.  Agriculture
D. Wetlands (4),4111.7940171843375,194.972121855,0.141309374,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),529.136575264,4.719909048,0.360673972,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-8651.279088904043,,,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.391102182,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,140.878,,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,27.94568,0.6825178,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09841788,0.11425524,,,,,Summary1.As2,GERMANY,2018,Subsector,5.  Waste
A.  Enteric fermentation,,969.0086898690598,,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
B.  Manure management,,259.85429336867367,9.40410313539574,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
D.  Agricultural soils,,,64.90077208232861,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
G. Liming,2038.8381472380984,,,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
H. Urea application,497.748166666666,,,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,194.217263506173,,,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
J.  Other ,,52.5169937254842,0.84819708879214,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
A. Forest land (4),-49514.43772846271,1.56025987,1.57939483636,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
B. Cropland (4),15388.165541459348,3.632593068,1.22559143,,,,,Summary1.As2,GERMANY,2019,Subsector,3.  Agriculture
D. Wetlands (4),4207.502919070004,195.288191888,0.14228087,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),228.1403260693336,1.018579154,0.361651375,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-6066.936122245608,,,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.396890065,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,122.383,,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,28.49728,0.6925011,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09772884,0.11345532,,,,,Summary1.As2,GERMANY,2019,Subsector,5.  Waste
A.  Enteric fermentation,,953.8782500926328,,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
B.  Manure management,,257.9430666374466,9.25006669586894,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
D.  Agricultural soils,,,63.44731056885839,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
G. Liming,2009.7765736190531,,,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
H. Urea application,433.265380952381,,,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,185.459229185185,,,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
J.  Other ,,53.5788166508765,0.85800756036304,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
A. Forest land (4),-39243.83065558637,1.003090025,1.57790415936,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
B. Cropland (4),15238.27179417768,3.408739488,1.250521865,,,,,Summary1.As2,GERMANY,2020,Subsector,3.  Agriculture
D. Wetlands (4),4329.29044835467,195.667105483,0.143061221,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),346.22283319433365,0.993825493,0.361575711,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-8651.279088904043,,,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.402684128,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,106.182,,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,28.3829,0.6981915,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09603495,0.11148885,,,,,Summary1.As2,GERMANY,2020,Subsector,5.  Waste
A.  Enteric fermentation,,933.616595096012,,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
B.  Manure management,,245.8442975006536,8.95287013888927,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
D.  Agricultural soils,,,62.71654322093615,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
G. Liming,2006.3700139999971,,,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
H. Urea application,399.476785714285,,,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
I.  Other carbon-contining fertilizers,182.164128395062,,,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
J.  Other ,,53.5788166508765,0.85800756036304,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
A. Forest land (4),-41870.91457803104,0.951643728,1.564648839,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
B. Cropland (4),15556.88551419568,3.391469273,1.222443348,,,,,Summary1.As2,GERMANY,2021,Subsector,3.  Agriculture
D. Wetlands (4),4713.813215994672,196.357210617,0.147050614,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),1472.8867823780013,1.0144096,0.452842876,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-8651.279088904043,,,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,,0.41046281,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,91.934,,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,28.25158,0.6956358,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),,,,,,,,Summary1.As2,GERMANY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,0.09434106,0.10952238,,,,,Summary1.As2,GERMANY,2021,Subsector,5.  Waste
Navigation,6917.39369985,0.07886226,0.30888551,,,,,Summary1.As3,GERMANY,1990,Subsector,International bunkers
Navigation,5816.25397368,0.06615627,0.25970802,,,,,Summary1.As3,GERMANY,1991,Subsector,International bunkers
Navigation,4792.36111271,0.05480726,0.21400766,,,,,Summary1.As3,GERMANY,1992,Subsector,International bunkers
Navigation,6255.38970444,0.07139847,0.27933308,,,,,Summary1.As3,GERMANY,1993,Subsector,International bunkers
Navigation,5715.04096212,0.0652016,0.25520224,,,,,Summary1.As3,GERMANY,1994,Subsector,International bunkers
Navigation,5763.51166556,0.06584704,0.25737195,,,,,Summary1.As3,GERMANY,1995,Subsector,International bunkers
Navigation,5745.85151798,0.06678457,0.25664971,,,,,Summary1.As3,GERMANY,1996,Subsector,International bunkers
Navigation,6186.19015771,0.0715907,0.27630027,,,,,Summary1.As3,GERMANY,1997,Subsector,International bunkers
Navigation,5705.29218863,0.06544944,0.25478727,,,,,Summary1.As3,GERMANY,1998,Subsector,International bunkers
Navigation,5845.86109969,0.06676942,0.26104744,,,,,Summary1.As3,GERMANY,1999,Subsector,International bunkers
Navigation,6196.1580315,0.07078394,0.27669098,,,,,Summary1.As3,GERMANY,2000,Subsector,International bunkers
Navigation,6253.79330012,0.07115275,0.2792469,,,,,Summary1.As3,GERMANY,2001,Subsector,International bunkers
Navigation,6719.28362615,0.07643248,0.3000306,,,,,Summary1.As3,GERMANY,2002,Subsector,International bunkers
Navigation,7477.94560677,0.08499927,0.33390217,,,,,Summary1.As3,GERMANY,2003,Subsector,International bunkers
Navigation,7766.66956052,0.08788885,0.34677236,,,,,Summary1.As3,GERMANY,2004,Subsector,International bunkers
Navigation,7303.32042325,0.08283985,0.32609525,,,,,Summary1.As3,GERMANY,2005,Subsector,International bunkers
Navigation,7580.63529261,0.08636463,0.33850222,,,,,Summary1.As3,GERMANY,2006,Subsector,International bunkers
Navigation,8823.62404661,0.09977212,0.39396147,,,,,Summary1.As3,GERMANY,2007,Subsector,International bunkers
Navigation,8435.16419503,0.09484298,0.37658258,,,,,Summary1.As3,GERMANY,2008,Subsector,International bunkers
Navigation,8036.99197244,0.09115938,0.35885728,,,,,Summary1.As3,GERMANY,2009,Subsector,International bunkers
Navigation,8257.29186707,0.09396042,0.3687111,,,,,Summary1.As3,GERMANY,2010,Subsector,International bunkers
Navigation,8123.79390072,0.09212294,0.36273432,,,,,Summary1.As3,GERMANY,2011,Subsector,International bunkers
Navigation,7512.73284515,0.08504813,0.33543941,,,,,Summary1.As3,GERMANY,2012,Subsector,International bunkers
Navigation,6711.88634253,0.07426587,0.30077414,,,,,Summary1.As3,GERMANY,2013,Subsector,International bunkers
Navigation,6664.91859874,0.07298233,0.29997547,,,,,Summary1.As3,GERMANY,2014,Subsector,International bunkers
Navigation,6931.72123262,0.06036382,0.31692653,,,,,Summary1.As3,GERMANY,2015,Subsector,International bunkers
Navigation,8204.62618925,0.07406786,0.37183385,,,,,Summary1.As3,GERMANY,2016,Subsector,International bunkers
Navigation,6564.43400136,0.06384777,0.2985171,,,,,Summary1.As3,GERMANY,2017,Subsector,International bunkers
Navigation,4623.64702512,0.04435636,0.21054418,,,,,Summary1.As3,GERMANY,2018,Subsector,International bunkers
Navigation,3548.1232507,0.03518291,0.16187665,,,,,Summary1.As3,GERMANY,2019,Subsector,International bunkers
Navigation,3518.27374941,0.03634949,0.16029451,,,,,Summary1.As3,GERMANY,2020,Subsector,International bunkers
Navigation,3751.81270611,0.0390956,0.1710254,,,,,Summary1.As3,GERMANY,2021,Subsector,International bunkers
