GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,SF6 (kt),HFCs(1) (kt CO2 equivalent),PFCs(1)
D.  Wastewater treatment and discharge,,4.00029730545729,0.11055116425811,Summary1.As2,ESTONIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,25.48972959897998,,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
B.  Manure management,,2.6281046582623,0.17609125621263,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.76979250671815,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
G. Liming,5.75852495432447,,,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
H. Urea application,0.47955424001337,,,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
A. Forest land (4),-4985.090918265327,2.68427804875064,0.89870479246474,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
B. Cropland (4),277.88920181207305,,,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
C. Grassland (4),63.92317462050364,0.00084998903261,7.760769428e-05,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
D. Wetlands (4),903.7826686137156,0.00413312,0.00771269714286,Summary1.As2,ESTONIA,1997,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-411.80902405258735,,,Summary1.As2,ESTONIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,14.2481817177153,,Summary1.As2,ESTONIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.044872,0.00269232,Summary1.As2,ESTONIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.58305609429908,0.07317421540001,0.00114867166311,Summary1.As2,ESTONIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.93680834592712,0.10123429237372,Summary1.As2,ESTONIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,24.52360711532244,,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
B.  Manure management,,2.68152774240636,0.17344501711954,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.86439391005552,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
G. Liming,24.95204908477986,,,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
H. Urea application,0.35914413468486,,,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
A. Forest land (4),-5052.36475818942,2.62199889077833,0.89912506755613,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
B. Cropland (4),331.75219592355234,,,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
C. Grassland (4),75.96016394591219,4.003437223e-05,3.65531225e-06,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
D. Wetlands (4),421.7380420000004,0.00407456,0.00760342,Summary1.As2,ESTONIA,1998,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-434.1586362389364,,,Summary1.As2,ESTONIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,15.5437538206531,,Summary1.As2,ESTONIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.008108,0.00048648,Summary1.As2,ESTONIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.65397174803698,0.06951670404757,0.00108074160282,Summary1.As2,ESTONIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.40578675532212,0.0997065827559,Summary1.As2,ESTONIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.2370665796206,,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
B.  Manure management,,2.42624710194333,0.15286046718526,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.59653882761907,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
G. Liming,25.83654599700158,,,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
H. Urea application,0.46326597831967,,,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
A. Forest land (4),-5061.812717784521,2.65824807229541,0.90111815939655,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
B. Cropland (4),286.88811537976864,,,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
C. Grassland (4),55.49289458921103,0.00138989902923,0.00012690382441,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
D. Wetlands (4),1174.448319000001,0.00402352,0.00750817571429,Summary1.As2,ESTONIA,1999,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-670.540424816092,,,Summary1.As2,ESTONIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,15.7993116323733,,Summary1.As2,ESTONIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.025736,0.00154416,Summary1.As2,ESTONIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.80815026503376,0.09272891161474,0.0011530352193,Summary1.As2,ESTONIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.37294381571983,0.09918853535976,Summary1.As2,ESTONIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,20.65512142947383,,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
B.  Manure management,,2.448154756944,0.15573017884866,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.70069944224175,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
G. Liming,19.41435806133608,,,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
H. Urea application,0.43480297652255,,,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
A. Forest land (4),-5097.875525064669,2.67485096909636,0.9030628078956,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
B. Cropland (4),246.30727575234675,,,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
C. Grassland (4),43.24014746430717,0.00036638044334,3.345212744e-05,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
D. Wetlands (4),755.2919293333342,0.00397248,0.00741293142857,Summary1.As2,ESTONIA,2000,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-947.5900157469094,,,Summary1.As2,ESTONIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,17.5041398477965,,Summary1.As2,ESTONIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.07604,0.0045624,Summary1.As2,ESTONIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.81627613998559,0.07625764051884,0.00115418845227,Summary1.As2,ESTONIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.47966090810673,0.0990895472875,Summary1.As2,ESTONIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.33847008075432,,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
B.  Manure management,,2.68291414805735,0.16770646872131,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.60219613184717,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
G. Liming,20.82727007636492,,,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
H. Urea application,0.44887132734503,,,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
A. Forest land (4),-5125.856273205047,2.63503167860731,0.90440445539726,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
B. Cropland (4),62.01718946374983,,3.882112362e-05,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
C. Grassland (4),14.20413056344976,1.346808615e-05,1.22969482e-06,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
D. Wetlands (4),882.9909146666675,0.00390144,0.00728036571429,Summary1.As2,ESTONIA,2001,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-1106.3191062936842,,,Summary1.As2,ESTONIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,17.9036313367309,,Summary1.As2,ESTONIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.07174816,0.0043048896,Summary1.As2,ESTONIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.20511746282768,0.05293729608574,0.00081637458882,Summary1.As2,ESTONIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.46163346061138,0.0974809274516,Summary1.As2,ESTONIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,20.2483109091825,,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
B.  Manure management,,2.70207752591675,0.16170469623008,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.50024528924994,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
G. Liming,18.83094837762558,,,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
H. Urea application,0.2775744458286,,,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
A. Forest land (4),-5149.358445564239,2.74240577299169,0.90720912494537,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
B. Cropland (4),-45.34707805571057,,7.764224724e-05,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
C. Grassland (4),-2.30277094201891,0.00191493054281,0.00017484148434,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
D. Wetlands (4),1366.198551666668,0.0038632,0.00720900714286,Summary1.As2,ESTONIA,2002,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-1157.3915392552467,,,Summary1.As2,ESTONIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,17.6049237279413,,Summary1.As2,ESTONIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.0654372,0.003926232,Summary1.As2,ESTONIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.37834714558929,0.0561686814742,0.00085507219648,Summary1.As2,ESTONIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.22106189366817,0.1021809361661,Summary1.As2,ESTONIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,20.55930830753705,,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
B.  Manure management,,2.95825507740409,0.16505122758885,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.63006037023936,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
G. Liming,16.85216215018269,,,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
H. Urea application,0.38686360006968,,,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
A. Forest land (4),-4678.203271579861,2.65148982339454,0.90769815392768,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
B. Cropland (4),-16.28028637820081,,0.00015528449449,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
C. Grassland (4),-45.89027589896564,0.00014382125239,1.313150565e-05,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
D. Wetlands (4),1109.4032207079078,0.00383152,0.00714989,Summary1.As2,ESTONIA,2003,Subsector,3.  Agriculture,,,
G. Harvested wood products ,-1100.763529184249,,,Summary1.As2,ESTONIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,16.8197278411483,,Summary1.As2,ESTONIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.269357328,0.01616143968,Summary1.As2,ESTONIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),2.64176748673691,0.05788220151331,0.00087799726799,Summary1.As2,ESTONIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.21577384770224,0.0995819441364,Summary1.As2,ESTONIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,20.94608533477973,,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
B.  Manure management,,3.16247823348743,0.16668681286585,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.74585266671178,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
G. Liming,9.73342590852035,,,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
H. Urea application,0.6483554,,,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
A. Forest land (4),-5189.544557619461,2.67213748626358,0.9085064998857,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
B. Cropland (4),-64.8928431719184,,0.00055296429744,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
C. Grassland (4),-41.8447915236315,0.00015236471978,1.391156137e-05,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
D. Wetlands (4),868.4209173713705,0.00381152,0.00711256857143,Summary1.As2,ESTONIA,2004,Subsector,3.  Agriculture,,,
F. Other land (4),11.51195895800497,,0.00023762041201,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-820.6538395002289,,,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,16.8922555828838,,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.2624,0.015744,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),1.39371067900293,0.03018447801563,0.00048242798278,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.06289840403298,0.093115206415,Summary1.As2,ESTONIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.22354000442796,,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
B.  Manure management,,3.44822723457757,0.18131750381516,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.7531061789282,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
G. Liming,7.22072220459207,,,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
H. Urea application,1.40775066666667,,,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
A. Forest land (4),-3861.387252274921,2.65198060348412,0.90857632215005,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
B. Cropland (4),11.11731378614612,,0.00155284494487,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
C. Grassland (4),-76.85911365356418,1.92134747e-05,1.75427378e-06,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
D. Wetlands (4),1175.960218432498,0.00379152,0.00707524714286,Summary1.As2,ESTONIA,2005,Subsector,3.  Agriculture,,,
F. Other land (4),38.48957175628986,,0.00175583475552,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-608.4063749962268,,,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,15.5391994107198,,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.374312,0.02245872,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),1.45710715861535,0.02959183288506,0.00045994268825,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.12634804795079,0.101197463631,Summary1.As2,ESTONIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.30253519376682,,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
B.  Manure management,,3.70411274238246,0.18824911760836,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.71674445814476,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
G. Liming,5.80092811791604,,,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
H. Urea application,0.76345866666667,,,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
A. Forest land (4),-5644.218381518541,2.90616297555669,0.91138792527871,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
B. Cropland (4),-22.5951587178897,,0.00298560955926,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
C. Grassland (4),-74.32185829825671,0.0011725069572,0.00010705498305,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
D. Wetlands (4),1283.5118724407632,0.00381808,0.00712481,Summary1.As2,ESTONIA,2006,Subsector,3.  Agriculture,,,
F. Other land (4),113.24059628055434,,0.00473335791321,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-627.542116615573,,,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,14.8131693861356,,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.389328,0.02335968,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.68895209750903,0.01805714824684,0.00028198465165,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.25568655306364,0.101090099154,Summary1.As2,ESTONIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.20174160807734,,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
B.  Manure management,,4.13013759922824,0.18755323493499,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.88236328781177,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
G. Liming,4.24484986977528,,,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
H. Urea application,1.55279666666667,,,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
A. Forest land (4),-4996.683897187424,2.65628846341794,0.90934455145046,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
B. Cropland (4),15.59588766334806,,0.00474219915605,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
C. Grassland (4),-63.02206165720357,0.00043101606455,3.935364068e-05,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
D. Wetlands (4),812.2233157507868,0.00383792,0.00716183285714,Summary1.As2,ESTONIA,2007,Subsector,3.  Agriculture,,,
F. Other land (4),125.71648703389054,,0.0077108810709,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-453.8051552066663,,,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,13.9657622211253,,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.769024,0.04614144,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.65579259489002,0.01929542015599,0.00030332954531,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,3.19734454855428,0.1045147012008,Summary1.As2,ESTONIA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.18145108240046,,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
B.  Manure management,,4.23086527651047,0.18962241127615,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.08070026989557,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
G. Liming,5.13911689255637,,,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
H. Urea application,0.1845998,,,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
A. Forest land (4),-6305.731735110216,2.68989728968701,0.91030102659915,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
B. Cropland (4),26.41549829055088,,0.00669395719111,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
C. Grassland (4),-64.5201572831183,0.00175243677763,0.00016000509709,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
D. Wetlands (4),912.0170024433484,0.00385776,0.00719885571429,Summary1.As2,ESTONIA,2008,Subsector,3.  Agriculture,,,
F. Other land (4),146.84665443533282,,0.01085813309431,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-533.9936485394961,,,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,13.7059250132278,,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.716816,0.04300896,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),1.09538602050405,0.0203776015156,0.00033320572327,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.86014716656659,0.1074780757776,Summary1.As2,ESTONIA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.02448932842044,,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
B.  Manure management,,4.44989188415436,0.19293360185885,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.89806400838259,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
G. Liming,1.19904943544765,,,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
H. Urea application,0.22293333333333,,,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
A. Forest land (4),-6035.474949675422,2.66093085900789,0.9105611377117,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
B. Cropland (4),42.09125458875847,,0.00851220843517,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
C. Grassland (4),-101.54294721497136,4.026472759e-05,3.67634469e-06,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
D. Wetlands (4),976.6521809071286,0.00390752,0.00729171142857,Summary1.As2,ESTONIA,2009,Subsector,3.  Agriculture,,,
F. Other land (4),148.38848436431024,,0.01376776470571,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-509.491485231896,,,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,14.4642515553871,,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.819504,0.04917024,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.93949386137548,0.01748411633236,0.00028579897419,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.84069186680398,0.1052593337796,Summary1.As2,ESTONIA,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.32239982998726,,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
B.  Manure management,,4.74301882494488,0.21375055723504,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.91086379432285,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
G. Liming,9.36602755775172,,,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
H. Urea application,0.00754966602599,,,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
A. Forest land (4),-6434.612158796494,2.6615663962737,0.91097626819125,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
B. Cropland (4),29.23834731141172,,0.00979928004156,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
C. Grassland (4),-97.43742303650048,7.61077445e-06,6.948968e-07,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
D. Wetlands (4),1060.253304316191,0.00395728,0.00738456714286,Summary1.As2,ESTONIA,2010,Subsector,3.  Agriculture,,,
F. Other land (4),133.989818317979,,0.01539680238562,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-848.7522005448775,,,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,14.2070996256194,,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.780008,0.04680048,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.8380003328806,0.01568190865826,0.0002551091652,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.66770886358191,0.1052757586496,Summary1.As2,ESTONIA,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.58217977104828,,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
B.  Manure management,,5.00842173019141,0.21497325458678,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,1.97226287650835,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
G. Liming,3.92956078875533,,,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
H. Urea application,0.01067831286778,,,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
A. Forest land (4),-6044.728840248397,2.66406153417521,0.91148055026318,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
