GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
B.  Manure management,,41.18751259852753,2.60126064722778,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.30683142612624,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
G. Liming,108.531192,,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
H. Urea application,90.93333333333332,,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-9301.92471940232,1.96884124859509,0.10891462226271,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
B. Cropland (4),148.66952289520046,,0.0238023112986,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
C. Grassland (4),-266.7697248577564,,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
D. Wetlands (4),8.33626911487092,,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
G. Harvested wood products ,-419.4271410542472,,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,84.22043564709884,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),52.6374409579425,1.69260615e-05,0.004604325975,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,39.42997607332175,0.65480582971336,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,152.6965893637735,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
B.  Manure management,,39.82188427789025,2.43497328900726,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.98071945989442,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
G. Liming,115.861746,,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
H. Urea application,109.26666666666664,,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-9085.02168531951,1.76182663755561,0.09746275016265,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
B. Cropland (4),147.78647416563257,,0.02144086651977,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
C. Grassland (4),-301.8281653627336,,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),12.15896952989581,,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,3.  Agriculture,,
G. Harvested wood products ,-827.1934484310988,,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,87.17156926614783,,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),58.6059889837951,1.86772905e-05,0.005138731125,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,35.26712487763117,0.68986797793552,,Summary1.As2,CZECH REPUBLIC,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,149.57204541737775,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
B.  Manure management,,39.39182500294912,2.46510143558605,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.24052734767281,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
G. Liming,118.056246,,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
H. Urea application,100.46666666666664,,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-8815.9604898133,2.22912937634035,0.12331353996777,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
B. Cropland (4),163.7487434913694,,0.01752998434844,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
C. Grassland (4),-447.89461980941365,,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),16.03512564869202,,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,3.  Agriculture,,
G. Harvested wood products ,-765.555451887593,,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,88.80884780888405,,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),58.4142594428251,1.8445869e-05,0.00513441045,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,34.46403218959908,0.70695875749626,,Summary1.As2,CZECH REPUBLIC,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,139.84292936802325,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
B.  Manure management,,38.01432736391158,2.39550038105948,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.26952560787362,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
G. Liming,97.04541,,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
H. Urea application,67.46666666666665,,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-7959.02583880184,2.58193863066857,0.14283064765401,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
B. Cropland (4),172.91634623218846,,0.01457322026673,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
C. Grassland (4),-310.9692107982282,,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),20.17761445244624,,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,3.  Agriculture,,
G. Harvested wood products ,-835.8366939983487,,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,92.19448936573868,,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),60.7004381561821,1.89877635e-05,0.005348560335,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,35.33896360847513,0.68931300582238,,Summary1.As2,CZECH REPUBLIC,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,130.4531791165487,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
B.  Manure management,,36.65905122428997,2.31440495052756,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.84916915472837,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
G. Liming,94.550148,,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
H. Urea application,143.0,,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-8229.069705336005,1.99030781451303,0.11010213441987,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
B. Cropland (4),347.2751284507005,,0.01854448022958,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
C. Grassland (4),-166.47984805041216,,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),35.57799142824197,,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,3.  Agriculture,,
G. Harvested wood products ,-659.6419151109086,,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,95.50170951810136,,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),60.4663978939021,1.87321092e-05,0.00534131802,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,36.03404299919044,0.71530302650213,,Summary1.As2,CZECH REPUBLIC,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,134.0309461219781,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
B.  Manure management,,37.26188528789831,2.32395109946009,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.79442735314888,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
G. Liming,91.163688,,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
H. Urea application,88.0,,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-8020.9512319123105,1.77910997837566,0.09841884986759,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
B. Cropland (4),171.3131950084305,,0.01702975545968,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
C. Grassland (4),-318.2859250813823,,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),38.32732679557554,,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,3.  Agriculture,,
G. Harvested wood products ,-795.1617094791534,,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,98.7973985902236,,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),61.235866746252,1.87824876e-05,0.00542307654,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.05855678353933,0.67383634415429,,Summary1.As2,CZECH REPUBLIC,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,128.72320406115875,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
B.  Manure management,,35.03299975459501,2.23673525486784,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.8299187162094,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
G. Liming,117.89177399999996,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
H. Urea application,115.88052560386474,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
A. Forest land (4),-8080.235639189752,1.63980227695179,0.09071246638457,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
B. Cropland (4),128.6899050911145,,0.01699044881621,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
C. Grassland (4),-364.8009694847885,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),37.83660717796908,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1270.8812617986673,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,101.08687144136432,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),50.043900425838,1.51932972e-05,0.0044433771,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.9258512885721,0.66498745498537,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,128.74626582214225,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
B.  Manure management,,33.14803290983113,2.1961995495324,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.93623677310703,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
G. Liming,109.78736999999998,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
H. Urea application,156.84869178743963,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-8051.450329714718,1.66668737918156,0.09219972735898,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
B. Cropland (4),90.3727538162295,,0.01615234452533,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
C. Grassland (4),-350.4865779184323,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),15.97568018178581,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1201.0201389643105,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,103.96805676851814,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),67.7722800506401,2.03601141e-05,0.006033277305,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,34.18595182716772,0.68055252694629,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,125.06923649929809,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
B.  Manure management,,32.01398901073816,2.15377444116212,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.07392620159874,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
G. Liming,103.824336,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
H. Urea application,132.3008579710145,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-7930.342394474209,1.80545768273371,0.0998763824491,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
B. Cropland (4),72.5521063959227,,0.01554280704426,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
C. Grassland (4),-360.45354853047706,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),44.70144120158314,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1099.1247360622922,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,106.75964516969866,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),97.2970162363987,2.957721378e-05,0.00871368357568,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,34.34309998559779,0.67994452223245,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,121.378334620425,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
B.  Manure management,,31.38627306091932,2.04713087725995,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,9.53868437500674,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
G. Liming,82.458684,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
H. Urea application,120.26707053140098,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-7058.527752811248,2.35548497302171,0.13030342403949,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
B. Cropland (4),99.005551808549,,0.0153307985347,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
C. Grassland (4),-343.95339968448195,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),28.60435950015672,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1483.0752323127197,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,109.87424329834144,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.14197444459997,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),154.9098455086978,4.490254595e-05,0.01342236854254,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,34.27577176244449,0.68014926408167,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,116.688856296946,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
B.  Manure management,,29.06373315026864,1.95278318447028,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.36790251815907,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
G. Liming,79.905672,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
H. Urea application,150.8700270531401,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-6793.717994823886,2.09762902926103,0.11603905268252,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
B. Cropland (4),103.7963387255838,,0.01512219407359,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
C. Grassland (4),-365.43620749493374,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),22.18577737051212,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1546.4367362944504,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,108.31224260448532,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.12197804395209,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),145.32073814385956,3.535040941e-05,0.01200140117576,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.729555474984,0.70311336871207,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,120.5919561190233,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
B.  Manure management,,28.53459488424074,1.93522251454168,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.99161977536367,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
G. Liming,67.178034,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
H. Urea application,146.42289858937198,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-6963.622705363608,1.99085805193667,0.11013257308586,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
B. Cropland (4),94.22994643265538,,0.01509565019109,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
C. Grassland (4),-361.930857044956,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),24.60675240353303,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1433.8200742769088,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,109.73161913525752,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.4702751918873,0.08101780728,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),104.8693445580551,2.426518573e-05,0.00880373538284,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.1037730245984,0.72883173550275,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,118.88914220916809,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
B.  Manure management,,27.13541073079228,1.90588794592859,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.99091680799848,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
G. Liming,81.629856,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
H. Urea application,156.27633000966185,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
A. Forest land (4),-4730.723365623297,2.45484298264453,0.13579982457182,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
B. Cropland (4),85.08328507152122,,0.0151311101905,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
C. Grassland (4),-380.83833652456406,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),22.9836534867755,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2418.494106086129,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,111.07814306391684,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,1.4615311185281,0.06819537648,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),133.79088580891013,2.847413655e-05,0.01091841138825,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,33.34739392363569,0.70119157184096,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,120.18496322857702,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
B.  Manure management,,26.27759767471167,1.90072429656508,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.56674792495943,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
G. Liming,83.794788,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
H. Urea application,197.1012447342995,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
A. Forest land (4),-3663.773607488738,3.03155867647863,0.16770324593286,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
B. Cropland (4),75.54387599879564,,0.01508929591561,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
C. Grassland (4),-361.9919069429988,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
D. Wetlands (4),22.77183800848482,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,3.  Agriculture,,
G. Harvested wood products ,-2924.544309965419,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,110.01099657462036,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,2.09365767108017,0.09028582032,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),86.46600102926509,2.50718068e-05,0.00807727445178,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,32.24858572962044,0.70353899778663,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
E.  Other (5),,,,,Summary1.As2,CZECH REPUBLIC,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,121.34758587531935,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
B.  Manure management,,24.5158965778561,1.88264105252604,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.90055430179846,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
G. Liming,99.5377614,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
H. Urea application,179.09759149758457,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
A. Forest land (4),-5871.221782099813,2.38590471231822,0.13198621812824,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
B. Cropland (4),106.92181551186115,,0.0151250905758,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
C. Grassland (4),-365.8927198292527,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
D. Wetlands (4),24.01136963196989,,,,Summary1.As2,CZECH REPUBLIC,2008,Subsector,3.  Agriculture,,
