GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
Navigation,,,,,,Summary1.As3,CROATIA,1991,Subsector,International bunkers,
Navigation,,,,,,Summary1.As3,CROATIA,1992,Subsector,International bunkers,
Navigation,,,,,,Summary1.As3,CROATIA,1993,Subsector,International bunkers,
Navigation,139.78438619999997,0.012815355,0.00366153,,,Summary1.As3,CROATIA,1994,Subsector,International bunkers,
Navigation,103.0834659,0.009497425,0.00271355,,,Summary1.As3,CROATIA,1995,Subsector,International bunkers,
Navigation,116.1213786,0.010670191,0.003048626,,,Summary1.As3,CROATIA,1996,Subsector,International bunkers,
Navigation,74.40812729999999,0.00681737,0.00194782,,,Summary1.As3,CROATIA,1997,Subsector,International bunkers,
Navigation,81.8495076,0.007557921,0.002159406,,,Summary1.As3,CROATIA,1998,Subsector,International bunkers,
Navigation,66.3717246,0.006175967,0.001764562,,,Summary1.As3,CROATIA,1999,Subsector,International bunkers,
Navigation,57.6211359,0.005301716,0.001514776,,,Summary1.As3,CROATIA,2000,Subsector,International bunkers,
Navigation,90.3079293,0.008336916,0.002381976,,,Summary1.As3,CROATIA,2001,Subsector,International bunkers,
Navigation,74.0078166,0.006833428,0.001952408,,,Summary1.As3,CROATIA,2002,Subsector,International bunkers,
Navigation,69.3931242,0.006354894,0.001815684,,,Summary1.As3,CROATIA,2003,Subsector,International bunkers,
Navigation,73.8346806,0.00677698,0.00193628,,,Summary1.As3,CROATIA,2004,Subsector,International bunkers,
Navigation,79.81535849999999,0.007334439,0.002095554,,,Summary1.As3,CROATIA,2005,Subsector,International bunkers,
Navigation,61.62718020000001,0.005655097,0.001615742,,,Summary1.As3,CROATIA,2006,Subsector,International bunkers,
Navigation,76.450359,0.006970201,0.001991486,,,Summary1.As3,CROATIA,2007,Subsector,International bunkers,
Navigation,67.5023202,0.006104861,0.001744246,,,Summary1.As3,CROATIA,2008,Subsector,International bunkers,
Navigation,21.850689,0.001994006,0.000569716,,,Summary1.As3,CROATIA,2009,Subsector,International bunkers,
Navigation,19.6353213,0.001784727,0.000509922,,,Summary1.As3,CROATIA,2010,Subsector,International bunkers,
Navigation,75.97156290000001,0.006887384,0.001967824,,,Summary1.As3,CROATIA,2011,Subsector,International bunkers,
Navigation,12.496929,0.00114296,0.00032656,,,Summary1.As3,CROATIA,2012,Subsector,International bunkers,
Navigation,12.496929,0.00114296,0.00032656,,,Summary1.As3,CROATIA,2013,Subsector,International bunkers,
Navigation,15.66174,0.00144193,0.00041198,,,Summary1.As3,CROATIA,2014,Subsector,International bunkers,
Navigation,10.9686285,0.001011115,0.00028889,,,Summary1.As3,CROATIA,2015,Subsector,International bunkers,
Navigation,13.2110487,0.001229214,0.000351204,,,Summary1.As3,CROATIA,2016,Subsector,International bunkers,
Navigation,20.1141174,0.001867544,0.000533584,,,Summary1.As3,CROATIA,2017,Subsector,International bunkers,
Navigation,65.2681152,0.006109299,0.001745514,,,Summary1.As3,CROATIA,2018,Subsector,International bunkers,
Navigation,77.9111277,0.007299887,0.002085682,,,Summary1.As3,CROATIA,2019,Subsector,International bunkers,
Navigation,63.71276219999999,0.005968634,0.001705324,,,Summary1.As3,CROATIA,2020,Subsector,International bunkers,
Navigation,74.4514776,0.006978076,0.001993736,,,Summary1.As3,CROATIA,2021,Subsector,International bunkers,
