GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,Unspecified mix of HFCs and PFCs(1)
C. Grassland (4),-8205.444182277639,2.70281238871298,0.08494553221669,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),31.61492493018537,,,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),5210.164048260851,,1.21719905246611,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-3480.525167263835,,,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,537.6623995300711,,,,,Summary1.As2,ITALY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),95.62047645389998,2.15979696491302,0.06523123188856,,,,Summary1.As2,ITALY,2019,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,97.59743913648607,4.20364332702392,,,,Summary1.As2,ITALY,2019,Subsector,5.  Waste,
A.  Enteric fermentation,,527.5307837181728,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
B.  Manure management,,174.11971383406524,6.92511641841256,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
C.  Rice cultivation,,63.8511507790299,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
D.  Agricultural soils,,,36.35608121881677,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.57515267819457,0.01299536276389,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
G. Liming,9.97909,,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
H. Urea application,471.94546666666673,,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,21.47175278640994,,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2020,Subsector,3.  Agriculture,
B. Cropland (4),1047.180616104693,0.07991832912806,0.33965107541066,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-7393.640605145858,3.81774489821804,0.11998626822971,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),31.61492493018654,,,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),5215.872194735912,,1.2171990524661,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-2240.0091259069955,,,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,569.9882845454821,,,,,Summary1.As2,ITALY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),88.6800462033,2.20843578528563,0.06341689743125,,,,Summary1.As2,ITALY,2020,Subsector,5.  Waste,
D.  Wastewater treatment and discharge,,94.98771226138616,4.18404175199478,,,,Summary1.As2,ITALY,2020,Subsector,5.  Waste,
A.  Enteric fermentation,,523.9629636478389,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
B.  Manure management,,170.78754020189945,6.79256226066615,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
C.  Rice cultivation,,62.70807917073964,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
D.  Agricultural soils,,,34.82094607814836,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.57552764008761,0.01289330556071,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
G. Liming,25.5945855,,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
H. Urea application,413.501,,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,22.16832723354037,,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
J.  Other ,,,,,,,Summary1.As2,ITALY,2021,Subsector,3.  Agriculture,
B. Cropland (4),1018.2384228804334,0.23431153355513,0.34450343326409,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
C. Grassland (4),-4000.621670875728,12.21828998939295,0.38400339966664,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),4491.725770366164,,0.97114560381878,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-2035.3867620455087,,,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
H. Other  (4),,,,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,559.7814236087007,,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,4.508944498,1.631120496,,,,Summary1.As2,ITALY,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,95.91072716144794,4.1833894135717,,,,Summary1.As2,ITALY,2021,Subsector,5.  Waste,
Navigation,4279.570468243578,0.40430236362434,0.10781396363315,,,,Summary1.As3,ITALY,1990,Subsector,International bunkers,
Navigation,3461.5960735634003,0.32701735258204,0.08720462735521,,,,Summary1.As3,ITALY,1991,Subsector,International bunkers,
Navigation,3320.0329183144054,0.31363728385532,0.08363660902808,,,,Summary1.As3,ITALY,1992,Subsector,International bunkers,
Navigation,3568.147068399355,0.33710246913101,0.08989399176827,,,,Summary1.As3,ITALY,1993,Subsector,International bunkers,
Navigation,3518.208327502308,0.3323796725103,0.08863457933608,,,,Summary1.As3,ITALY,1994,Subsector,International bunkers,
Navigation,3940.123863897698,0.37228228715464,0.09927527657456,,,,Summary1.As3,ITALY,1995,Subsector,International bunkers,
Navigation,2864.033210479337,0.27055620314589,0.0721483208389,,,,Summary1.As3,ITALY,1996,Subsector,International bunkers,
Navigation,2958.539477229453,0.27951445511408,0.07453718803042,,,,Summary1.As3,ITALY,1997,Subsector,International bunkers,
Navigation,3521.8757768397923,0.3328295284677,0.08875454092472,,,,Summary1.As3,ITALY,1998,Subsector,International bunkers,
Navigation,2957.406524532076,0.27949459718911,0.07453189258376,,,,Summary1.As3,ITALY,1999,Subsector,International bunkers,
Navigation,3854.040166542228,0.36414821730218,0.09710619128058,,,,Summary1.As3,ITALY,2000,Subsector,International bunkers,
Navigation,4521.211281782593,0.42719690033534,0.11391917342276,,,,Summary1.As3,ITALY,2001,Subsector,International bunkers,
Navigation,5237.5865888750905,0.49484836121764,0.13195956299137,,,,Summary1.As3,ITALY,2002,Subsector,International bunkers,
Navigation,6152.103237545524,0.58128214873908,0.15500857299708,,,,Summary1.As3,ITALY,2003,Subsector,International bunkers,
Navigation,6552.790580241024,0.61910828710088,0.1650955432269,,,,Summary1.As3,ITALY,2004,Subsector,International bunkers,
Navigation,6653.46674122913,0.62861326625845,0.16763020433558,,,,Summary1.As3,ITALY,2005,Subsector,International bunkers,
Navigation,7176.6308354317325,0.67803095326421,0.18080825420379,,,,Summary1.As3,ITALY,2006,Subsector,International bunkers,
Navigation,7541.373781675883,0.71242821413827,0.18998085710353,,,,Summary1.As3,ITALY,2007,Subsector,International bunkers,
Navigation,8101.8639274065135,0.76537860674223,0.20410096179793,,,,Summary1.As3,ITALY,2008,Subsector,International bunkers,
Navigation,6903.907036109573,0.65221926691322,0.17392513784353,,,,Summary1.As3,ITALY,2009,Subsector,International bunkers,
Navigation,8134.482509327925,0.76846663411379,0.20492443576368,,,,Summary1.As3,ITALY,2010,Subsector,International bunkers,
Navigation,6603.356825068679,0.62382827632471,0.16635420701993,,,,Summary1.As3,ITALY,2011,Subsector,International bunkers,
Navigation,6761.762912932843,0.63879823951832,0.17034619720488,,,,Summary1.As3,ITALY,2012,Subsector,International bunkers,
Navigation,5978.262811562146,0.56481963448814,0.15061856919684,,,,Summary1.As3,ITALY,2013,Subsector,International bunkers,
Navigation,5043.64195176114,0.47647645544464,0.12706038811857,,,,Summary1.As3,ITALY,2014,Subsector,International bunkers,
Navigation,4964.174238216058,0.4689738126727,0.12505968337939,,,,Summary1.As3,ITALY,2015,Subsector,International bunkers,
Navigation,5787.903933518081,0.54676934392132,0.14580515837902,,,,Summary1.As3,ITALY,2016,Subsector,International bunkers,
Navigation,5912.970279364321,0.55858988497548,0.14895730266013,,,,Summary1.As3,ITALY,2017,Subsector,International bunkers,
Navigation,6141.249815671657,0.58014126098115,0.15470433626164,,,,Summary1.As3,ITALY,2018,Subsector,International bunkers,
Navigation,5403.665898434314,0.51046204588869,0.13612321223698,,,,Summary1.As3,ITALY,2019,Subsector,International bunkers,
Navigation,4193.833348868136,0.39617320810007,0.10564618882669,,,,Summary1.As3,ITALY,2020,Subsector,International bunkers,
Navigation,5633.462275934964,0.53232104046049,0.14195227745613,,,,Summary1.As3,ITALY,2021,Subsector,International bunkers,
