GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
C. Grassland (4),-27.53380103273564,,,,Summary1.As2,CYPRUS,2011,Subsector,3.  Agriculture,
E. Settlements (4),8.77979767249402,,0.00283380958962,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.2618352,,9.36738e-05,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,23.78841146225375,,,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,17.69503883469127,,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.196636,0.0115008,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.55716,0.05318780914286,,Summary1.As2,CYPRUS,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,9.40645,,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
B.  Manure management,,3.57854919843129,0.24571606140103,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.20091615761354,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0242492103567,0.00062868323147,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
H. Urea application,0.5488,,,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
A. Forest land (4),-163.17909990751193,0.02445802947072,0.00135299737498,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
B. Cropland (4),-139.04560493114153,,0.00060794253568,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
C. Grassland (4),-27.04882158048131,,,,Summary1.As2,CYPRUS,2012,Subsector,3.  Agriculture,
E. Settlements (4),8.89639891316257,,0.00294885598262,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.2327424,,8.32656e-05,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,23.78107089105658,,,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,18.10045668023993,,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.23844332,0.0138648,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.44516,0.0533229664,,Summary1.As2,CYPRUS,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,8.96919,,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
B.  Manure management,,3.18226148567461,0.22601592643022,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.17837315168019,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0182341226736,0.00047273651376,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
H. Urea application,0.7905,,,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
A. Forest land (4),-171.4487871370471,0.00854003132928,0.00047242726502,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
B. Cropland (4),-132.18722167998592,,0.00059861268138,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
C. Grassland (4),-23.61892344556391,,,,Summary1.As2,CYPRUS,2013,Subsector,3.  Agriculture,
E. Settlements (4),4.26870462549924,,0.00296864850549,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.2036496,,7.28574e-05,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,23.50432022565778,,,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,18.54840385634279,,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.204634,0.011784,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.41443,0.05282459657143,,Summary1.As2,CYPRUS,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,8.90905,,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
B.  Manure management,,2.95878753023543,0.22677011006563,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.16548964666369,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0069361936092,0.00017982724172,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
H. Urea application,0.407,,,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
A. Forest land (4),-173.79094702695326,0.00958897170432,0.00053045375386,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
B. Cropland (4),-131.57661495753527,,0.00058928282709,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
C. Grassland (4),-23.06549090069318,,,,Summary1.As2,CYPRUS,2014,Subsector,3.  Agriculture,
E. Settlements (4),4.19151682847337,,0.00298844102836,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.1745568,,6.24492e-05,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,22.90771334026697,,,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,18.87549615195137,,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.255602,0.0148488,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.39123,0.052150512,,Summary1.As2,CYPRUS,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,8.9756,,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
B.  Manure management,,2.88725902244073,0.22239482849823,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.18503292636597,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0284767388964,0.00073828582324,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
H. Urea application,0.3982,,,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
A. Forest land (4),-171.42003679169645,0.0034061259456,0.00018842398848,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
B. Cropland (4),-130.96600823508484,,0.0005799529728,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
C. Grassland (4),-22.5120583558224,,,,Summary1.As2,CYPRUS,2015,Subsector,3.  Agriculture,
E. Settlements (4),4.11324871833106,,0.00300823355123,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.145464,,5.2041e-05,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,22.733096022792,,,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,19.08541875100174,,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.291241,0.016968,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.28247767168995,0.05228123108571,,Summary1.As2,CYPRUS,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,9.75014,,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
B.  Manure management,,2.84795716718434,0.23116310823435,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.17880958189622,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00748958351346,0.00019417438738,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
H. Urea application,0.394,,,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
A. Forest land (4),-79.04693750275374,0.283573501344,0.0156870447552,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
B. Cropland (4),-130.40062477306898,,0.0005706231185,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
C. Grassland (4),-21.97082843009125,,,,Summary1.As2,CYPRUS,2016,Subsector,3.  Agriculture,
E. Settlements (4),4.08681505620839,,0.0030280260741,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.1163712,,4.16328e-05,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,22.57092019953607,,,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,19.32359217989301,,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.29136,0.016956,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.14602612,0.05267482651429,,Summary1.As2,CYPRUS,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,10.22742,,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
B.  Manure management,,2.7069118012784,0.2394674237294,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.18601954419591,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0134301391956,0.00034818879396,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
H. Urea application,0.418,,,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
A. Forest land (4),-184.36682176164288,0.00899649773568,0.00049767859814,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
B. Cropland (4),-129.83524131105324,,0.00056129326421,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
C. Grassland (4),-21.42959850436008,,,,Summary1.As2,CYPRUS,2017,Subsector,3.  Agriculture,
E. Settlements (4),4.06038139408572,,0.00304781859698,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.0872784,,3.12246e-05,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,22.41438539895096,,,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,19.58258981244812,,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.295538,0.017607,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.13808031,0.05332140405714,,Summary1.As2,CYPRUS,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,10.46378927301219,,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
B.  Manure management,,2.68309773145578,0.24155621985539,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.18337614753099,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0107455505202,0.00027858834682,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
H. Urea application,0.22344666666667,,,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
A. Forest land (4),-180.8869858531379,0.0176253501312,0.00097501936896,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
B. Cropland (4),-129.26985784903752,,0.00055196340991,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
C. Grassland (4),-20.88836857862893,,,,Summary1.As2,CYPRUS,2018,Subsector,3.  Agriculture,
E. Settlements (4),4.03394773196305,,0.00306761111985,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.0581856,,2.08164e-05,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,22.23534075867076,,,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,19.82371199830218,,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.368804,0.02197452,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.121253559,0.05404194652857,,Summary1.As2,CYPRUS,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,10.82576834696765,,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
B.  Manure management,,2.66728955604884,0.24807187659714,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.19244251406101,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0197423420364,0.00051183849724,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
H. Urea application,0.22586666666667,,,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
A. Forest land (4),-176.19399281046296,0.012516360192,0.0006923943936,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
B. Cropland (4),-128.64966576160344,,0.00054263355562,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
C. Grassland (4),-20.33234960904919,,,,Summary1.As2,CYPRUS,2019,Subsector,3.  Agriculture,
E. Settlements (4),3.9414197411948,,0.00308740364272,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
F. Other land (4),0.0290928,,1.04082e-05,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,21.9602408455382,,,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,20.05515127696839,,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.44891,0.02679156,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,2.167371767,0.05480898745714,,Summary1.As2,CYPRUS,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,11.77183852739087,,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
B.  Manure management,,2.85317823230576,0.25910787269519,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.19709942165777,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.02022933694158,0.00052446429108,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
H. Urea application,0.22,,,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
A. Forest land (4),-178.2218235333753,0.015100815744,0.0008353642752,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
B. Cropland (4),-128.05724665476234,,0.00053330370133,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
C. Grassland (4),-19.7838246392672,,,,Summary1.As2,CYPRUS,2020,Subsector,3.  Agriculture,
E. Settlements (4),3.88140592949029,,0.00310719616559,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,21.31538162426771,,,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,20.28095960777013,,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.444168,0.02658912,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,1.93285266875,0.055173264625,,Summary1.As2,CYPRUS,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,12.57684907658056,,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
B.  Manure management,,3.00040233454964,0.26322745572382,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
D.  Agricultural soils,,,0.19022883054464,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0179013287142,0.00046410852222,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
H. Urea application,0.29883333333333,,,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
J.  Other ,,,,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
A. Forest land (4),-121.24510315892854,0.195629364864,0.0108220499712,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
B. Cropland (4),-127.7251491715293,,0.00047148085876,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
C. Grassland (4),-19.73037939553602,,,,Summary1.As2,CYPRUS,2021,Subsector,3.  Agriculture,
E. Settlements (4),3.55807393301624,,0.00276672971293,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,19.92350052657999,,,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,20.43243426427857,,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.48688,0.02910888,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),,,,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,1.94085952775,0.05570037973357,,Summary1.As2,CYPRUS,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",
Navigation,182.788,0.01364,0.0076,,Summary1.As3,CYPRUS,1990,Subsector,International bunkers,
Navigation,176.297,0.01353,0.00626,,Summary1.As3,CYPRUS,1991,Subsector,International bunkers,
Navigation,185.736,0.01427,0.00659,,Summary1.As3,CYPRUS,1992,Subsector,International bunkers,
Navigation,157.179,0.01253,0.00526,,Summary1.As3,CYPRUS,1993,Subsector,International bunkers,
Navigation,194.584,0.01615,0.00605,,Summary1.As3,CYPRUS,1994,Subsector,International bunkers,
Navigation,216.651,0.01779,0.00688,,Summary1.As3,CYPRUS,1995,Subsector,International bunkers,
Navigation,282.91,0.02257,0.00944,,Summary1.As3,CYPRUS,1996,Subsector,International bunkers,
Navigation,308.044,0.02461,0.01027,,Summary1.As3,CYPRUS,1997,Subsector,International bunkers,
Navigation,308.519,0.02369,0.01249,,Summary1.As3,CYPRUS,1998,Subsector,International bunkers,
Navigation,484.282,0.03825,0.01644,,Summary1.As3,CYPRUS,1999,Subsector,International bunkers,
Navigation,606.4699999999999,0.04883,0.01994,,Summary1.As3,CYPRUS,2000,Subsector,International bunkers,
Navigation,603.165,0.04889,0.0196,,Summary1.As3,CYPRUS,2001,Subsector,International bunkers,
Navigation,433.479,0.03522,0.01656,,Summary1.As3,CYPRUS,2002,Subsector,International bunkers,
Navigation,389.879,0.03093,0.01315,,Summary1.As3,CYPRUS,2003,Subsector,International bunkers,
Navigation,170.458,0.01217,0.00671,,Summary1.As3,CYPRUS,2004,Subsector,International bunkers,
Navigation,917.048,0.07487,0.02942,,Summary1.As3,CYPRUS,2005,Subsector,International bunkers,
Navigation,931.87,0.07151,0.03773,,Summary1.As3,CYPRUS,2006,Subsector,International bunkers,
Navigation,866.085,0.0658,0.03126,,Summary1.As3,CYPRUS,2007,Subsector,International bunkers,
Navigation,796.342,0.06142,0.03209,,Summary1.As3,CYPRUS,2008,Subsector,International bunkers,
Navigation,689.136,0.05353,0.02404,,Summary1.As3,CYPRUS,2009,Subsector,International bunkers,
Navigation,587.887,0.04679,0.02297,,Summary1.As3,CYPRUS,2010,Subsector,International bunkers,
Navigation,625.706,0.0496,0.02112,,Summary1.As3,CYPRUS,2011,Subsector,International bunkers,
Navigation,620.106,0.04777,0.02191,,Summary1.As3,CYPRUS,2012,Subsector,International bunkers,
Navigation,755.396,0.05832,0.02661,,Summary1.As3,CYPRUS,2013,Subsector,International bunkers,
Navigation,733.3290000000001,0.05669,0.02578,,Summary1.As3,CYPRUS,2014,Subsector,International bunkers,
Navigation,767.429,0.06037,0.02624,,Summary1.As3,CYPRUS,2015,Subsector,International bunkers,
Navigation,906.202,0.07051,0.03152,,Summary1.As3,CYPRUS,2016,Subsector,International bunkers,
Navigation,804.6669999999999,0.06057,0.02944,,Summary1.As3,CYPRUS,2017,Subsector,International bunkers,
Navigation,857.1874818,0.0633350926,0.0322038626,,Summary1.As3,CYPRUS,2018,Subsector,International bunkers,
Navigation,882.8299418400001,0.0649340284,0.0333767804,,Summary1.As3,CYPRUS,2019,Subsector,International bunkers,
Navigation,874.45140474,0.0647377747,0.0327623867,,Summary1.As3,CYPRUS,2020,Subsector,International bunkers,
Navigation,800.4375979800001,0.0587395941,0.0303569781,,Summary1.As3,CYPRUS,2021,Subsector,International bunkers,
