SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) GREENHOUSE GAS SOURCE AND SINK CATEGORIES,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Net CO2 emissions/removals (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CH4,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) N2O,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) HFCs(1) (kt CO2 equivalent),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Unspecified mix of HFCs and PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) SF6 (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NF3,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NOx,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CO,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NMVOC,Inventory 1990 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,SourceFile,YearFromFilename,Inventory 1991 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1992 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1993 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1994 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1995 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1996 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1997 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1998 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1999 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2000 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2001 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2002 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2003 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2004 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2005 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2006 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2007 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2008 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2009 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2010 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2011 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2012 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2013 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2014 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2015 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2016 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2017 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2018 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2019 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2020 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2021 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2
2.  Oil and natural gas and other emissions from energy production,5958.017540323285,340.5823228527109,0.15443272183169,,,,,,3.93853202955348,14.26918060146203,340.4898834751926,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,4.83568867608807,,,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,41305.65919924143,6.53065777245524,19.3398714066861,8525.733722629047,412.3438056658791,"NO,NE",0.06525650286023,2.952102637e-05,34.19014541353378,627.5751333646537,628.63466404842,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,69.47169450003759,,,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,9289.969602125286,,,,,,,,,1.24335514499405,1.08210145939667,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,8.94860169066353,,,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,7432.99320865499,4.39442352437566,17.28890421755205,5133.11832,23.4159743453958,,,,10.2381751920141,75.14118742391307,73.89269760844454,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,26.80430634539912,,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,24060.56152101584,1.55208783736777,0.06777811309458,,196.46209856561492,,0.02736,,22.31481558237287,539.5177076137725,4.14755737037955,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,28.85882015805634,,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,522.1348674453151,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",455.36567711757243,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,1.79819502762498,,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,20.12082155381327,"NO,NE,IE","NO,NE","NO,NE,IE",2.952102637e-05,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,3372.4945810752342,4.70092338922304,,,,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,1.98318907603947,,187.76480936564533,,0.03789650286023,,0.106269,3.25301216666667,0.28574553333333,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.58414641071181,,,,,,,1.53088563914681,8.41987101530745,93.86088495929344,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,3.06177127829362,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_1999_13042023_165042.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,569664.5188886405,4440.300650440893,101.53920045003953,6964.333102360221,518.6561076267035,"NO,NE",0.07923086141182,3.394918033e-05,1984.1103206668433,4887.928091829908,1709.5153375649002,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,1305.172660861134,,,,,,,,,,,,,,,,,,,,,
1. Energy,530267.7790463596,731.8201935180994,11.44070877720902,,,,,,1915.0381117930028,4260.591543464227,979.3076516099377,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,1243.3244180853703,,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),527321.7105883645,,,,,,,,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),523821.67389332934,80.76434465991672,11.27668139945518,,,,,,1910.6123250520636,4220.541890074976,584.1924383282176,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,1231.5808262507119,,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,199771.1788528182,12.50142542732767,3.75241055947662,,,,,,439.34237736308825,95.26323568099016,7.76396501130865,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,898.3123259695294,,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,74377.10037203801,3.14162359929254,0.79455247987781,,,,,,278.5316014091337,563.8854898159917,31.87922254039333,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,131.14826843987268,,,,,,,,,,,,,,,,,,,,,
3.  Transport,127852.28142772304,27.35192628658909,5.75004230077489,,,,,,973.3309238661844,2949.99533591436,488.11436304205347,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,86.22775996813814,,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,118900.14777841058,37.69443510083424,0.87343237347857,,,,,,195.30302509047584,605.2038732106977,55.24358982715304,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,109.61451071222172,,,,,,,,,,,,,,,,,,,,,
5.  Other,2920.965462339494,0.07493424587318,0.10624368584729,,,,,,24.1043973231815,6.19395545293674,1.19129790730909,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,6.27796116094987,,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,6446.105153030183,651.0558488581827,0.16402737775384,,,,,,4.4257867409392,40.0496533892498,395.11521328172006,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,11.74359183465846,,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,190.25651419344,324.4417334500996,0.0001053,,,,,,0.297675335,25.79235504179772,55.38507061082005,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,8.76948517313669,,,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,6255.848638836743,326.614115408083,0.16392207775384,,,,,,4.1281114059392,14.25729834745208,339.7301426709,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,2.97410666152177,,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,38596.34721546193,6.05820932894135,19.97084785339634,6964.333102360221,518.6561076267035,"NO,NE",0.07923086141182,3.394918033e-05,30.51696123433885,559.5463711823949,593.690492365325,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,60.48227088050296,,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,9141.075330266223,,,,,,,,,2.47988759338563,2.55117564828482,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,10.5595661189907,,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,6816.267125032734,4.11728164551534,17.88239429383521,2761.719046,27.61732950475711,,,,9.32337307035442,91.17798239188615,68.78511076466035,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,22.18285345376262,,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,22059.7130667931,1.35536714094042,0.06273504345184,,269.90159278947334,,0.0435005,,19.56678944677418,454.2571623858001,3.83115416302387,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,22.86976420417424,,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,579.2916933698668,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",425.7919523234368,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,1.83025526915491,,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,23.13894478688525,"NO,NE,IE","NO,NE","NO,NE,IE",3.394918033e-05,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,4179.475111573336,5.20765456198175,,,,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.02571851610929,,215.9295307704913,,0.03573036141182,,0.1068828,3.27180126666667,0.28739597333333,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.58556054248559,,,,,,,1.51991591721025,8.35953754465636,92.4437034925858,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,3.03983183442049,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2000_13042023_165133.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,578183.0449040702,4264.230417310926,96.65904471149625,7638.82274626573,432.1746820816712,"NO,NE",0.06279787276026,2.0709e-05,1941.4080361491965,4552.477147409259,1610.6980008476603,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,1229.2243799148039,,,,,,,,,,,,,,,,,,,,
1. Energy,542554.4535788249,678.7806129892671,11.44525375992481,,,,,,1877.246558573462,3886.965101133474,902.6398759658613,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,1169.5902516043907,,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),533823.6914021638,,,,,,,,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),536061.290783983,78.14906191008632,11.28143581812671,,,,,,1872.802660979042,3857.686863163859,515.6450315964742,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,1158.4781147683263,,,,,,,,,,,,,,,,,,,,
1.  Energy industries,210642.63708632067,13.96597743033287,4.04922069542563,,,,,,474.26266514961844,97.16424824421267,6.57976699649004,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,829.379225099557,,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,73416.55327432955,3.02009650298174,0.80026848865191,,,,,,268.53669908487524,486.5954240591286,28.89048695566461,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,137.46612124589086,,,,,,,,,,,,,,,,,,,,
3.  Transport,127827.30829853832,24.29756627539166,5.46741077605824,,,,,,917.3275804453007,2686.8796567112786,428.079501405293,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,79.62934759669098,,,,,,,,,,,,,,,,,,,,
4.  Other sectors,121248.61536817765,36.78861576951172,0.85924725207459,,,,,,190.0243669970535,580.7274059660207,50.91620137101474,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,106.09861628961609,,,,,,,,,,,,,,,,,,,,
5.  Other,2926.176756616829,0.07680593186833,0.10528860591634,,,,,,22.6513493021941,6.32012818321852,1.17907486801179,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,5.90480453657147,,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,6493.162794841862,600.6315510791808,0.1638179417981,,,,,,4.44389759441994,29.2782379696152,386.9948443693872,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,11.11213683606436,,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,197.63223263959281,288.1370138141375,7.4844e-05,,,,,,0.24274232,15.01805977234441,56.01622001134396,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,8.05331457888193,,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,6295.530562202269,312.4945372650432,0.1637430977981,,,,,,4.20115527441994,14.26017819727079,330.9786243580432,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,3.05882225718243,,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,35618.52335902183,5.89568085270506,17.63407501395571,7638.82274626573,432.1746820816712,"NO,NE",0.06279787276026,2.0709e-05,27.08552653164757,577.0753369556495,573.0414849989786,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,57.23451272955356,,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,8698.328512092441,,,,,,,,,2.25960122230508,1.93058274772246,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,9.02890375515851,,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,6431.525202123311,4.01891028937249,15.52709404081474,2528.60525496625,66.94898509098134,,,,6.87161884604829,92.28022045085194,56.24393949610405,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,19.66383252147931,,,,,,,,,,,,,,,,,,,,
C.  Metal industry,19934.321636178764,1.29534250351218,0.05949717970902,,228.18595059619642,,0.03009125,,18.55419901316961,470.7352551841293,3.30190499485071,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,23.51133660844127,,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,554.3480086273114,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",417.820627373605,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,1.92382569961512,,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,14.11475632,"NO,NE,IE","NO,NE","NO,NE,IE",2.0709e-05,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,5096.1027349794795,5.32273262449346,,,,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.04748379343195,,131.71701377,,0.03270662276026,,0.1064016,3.2570712,0.28610208,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.58142805982039,,,,,,,1.55330707242967,8.54318889836321,93.45832830669634,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,3.10661414485935,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2001_13042023_165224.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,559951.8059813032,4169.075637858351,91.1035318049333,8021.329617994803,365.481826428161,"NO,NE",0.06436908062207,2.0709e-05,1849.6368485247285,4016.862435515394,1502.5005344209505,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,1107.9917843859628,,,,,,,,,,,,,,,,,,,
1. Energy,527861.3651179292,644.4903622895367,11.20957958687282,,,,,,1793.2472875511082,3482.562685035636,820.0361511129695,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,1057.2101044276092,,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),518588.9671302894,,,,,,,,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),521682.63134939066,69.76018624749861,11.05979313374212,,,,,,1788.7437385365176,3461.3948831139687,452.84051711114853,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,1049.2918749594187,,,,,,,,,,,,,,,,,,,
1.  Energy industries,207587.69669332812,13.60747424925809,4.05969146991157,,,,,,468.25219559051465,93.44425114567207,8.60396081031886,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,757.7492027243759,,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,66210.13241942822,2.86303081210538,0.7850135232252,,,,,,236.393121547568,429.56079499947305,25.45945997041816,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,119.55924448022564,,,,,,,,,,,,,,,,,,,
3.  Transport,130503.27977901371,21.96195023282594,5.33089900396497,,,,,,880.8099671836301,2437.596655677303,372.3194879696621,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,81.20666459769308,,,,,,,,,,,,,,,,,,,
4.  Other sectors,114320.99807339314,31.2448316930597,0.7757402042473,,,,,,181.71394768936278,494.00612051761163,45.24638437379897,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,85.37022608548351,,,,,,,,,,,,,,,,,,,
5.  Other,3060.524384227503,0.0828992602495,0.10844893239308,,,,,,21.5745065254421,6.78706077390906,1.21122398695046,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,5.40653707164063,,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,6178.7337685385,574.7301760420381,0.1497864531307,,,,,,4.50354901459053,21.16780192166765,367.19563400182096,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,7.9182294681904,,,,,,,,,,,,,,,,,,,
1.  Solid fuels,194.3148078825769,283.2029809917305,0.00012530376,,,,,,0.2520540124,8.41519340014941,52.86108860659954,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,6.86989536025979,,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5984.418960655923,291.5271950503076,0.1496611493707,,,,,,4.25149500219053,12.75260852151824,314.3345453952214,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,1.04833410793061,,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,32988.457575967564,6.02288366233288,12.26602993494076,8021.329617994803,365.481826428161,"NO,NE",0.06436908062207,2.0709e-05,20.02397298878989,466.49071485104224,550.755191692237,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,49.75355878749099,,,,,,,,,,,,,,,,,,,
A.  Mineral industry,8678.057784277655,,,,,,,,,2.25787577701076,1.49249704984755,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,11.9320144334255,,,,,,,,,,,,,,,,,,,
B.  Chemical industry,6261.419239880947,4.24211581677519,10.16832053363855,2124.91009472,70.7958183156942,,,,6.52961998876424,50.35227021421916,55.92019893522278,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,15.37027779387307,,,,,,,,,,,,,,,,,,,
C.  Metal industry,16939.65363881376,1.19439225141266,0.05157485649906,,157.81945655966456,,0.03371075,,11.87256530746141,402.221164550709,2.8646288449618,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,17.5382607987534,,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1109.3269129952007,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",397.4117590770925,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,1.88762637631054,,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,14.11475632,"NO,NE,IE","NO,NE","NO,NE,IE",2.0709e-05,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,5882.304766954802,5.14953778280228,,,,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.04613454480315,,131.71701377,,0.03065833062207,,0.109098,3.339611,0.2933524,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.58637559414503,,,,,,,1.51268969256424,8.31979330910332,92.77275538511236,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,3.02537938512848,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2002_13042023_165316.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,570567.3833893036,3973.2327193620517,89.62835714034085,8797.697475213592,321.2956096285321,"NO,NE",0.0565918238966,1.933081782e-05,1826.749739877313,3711.258793595243,1429.2768973525046,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,1077.7256245270332,,,,,,,,,,,,,,,,,,
1. Energy,535489.7215550286,580.4150288224063,10.84964287709032,,,,,,1767.6951469677194,3218.397041935563,747.1170499901457,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,1026.7756957448107,,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),527053.0209008344,,,,,,,,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),529926.5187706075,64.1498736107826,10.72326136474208,,,,,,1764.3542941402168,3195.2856005227422,397.2397917976231,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,1017.9380136962211,,,,,,,,,,,,,,,,,,
1.  Energy industries,215329.63571973558,13.51090362555113,4.06804755845403,,,,,,494.67397004072683,98.8822441380817,6.70787479488867,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,745.7256519110074,,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,66739.73236305067,3.00355019432007,0.79993566110594,,,,,,237.2822988776894,432.8400204876131,24.92838326081007,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,113.08445760784603,,,,,,,,,,,,,,,,,,
3.  Transport,129888.02739598167,19.39640850072307,5.01471255514444,,,,,,836.5233050866916,2217.879756594707,321.5802332935246,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,77.8084773108794,,,,,,,,,,,,,,,,,,
4.  Other sectors,114802.59102218092,28.15471365827981,0.7274012477657,,,,,,172.55709499306192,438.7617366050868,42.757704738085,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,75.21220010638335,,,,,,,,,,,,,,,,,,
