SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) GREENHOUSE GAS SOURCE AND SINK CATEGORIES,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Net CO2 emissions/removals (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CH4,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) N2O,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) HFCs(1) (kt CO2 equivalent),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Unspecified mix of HFCs and PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) SF6 (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NF3,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NOx,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CO,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NMVOC,Inventory 1990 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,SourceFile,YearFromFilename,Inventory 1991 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1992 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1993 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1994 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1995 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1996 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1997 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1998 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1999 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2000 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2001 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2002 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2003 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2004 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2005 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2006 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2007 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2008 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2009 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2010 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2011 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2012 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2013 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2014 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2015 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2016 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2017 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2018 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2019 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2020 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2021 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2
2.  Manufacturing industries and construction                          ,61802.42163495861,2.84552032690029,0.79475725333421,,,,,,207.08204112002258,702.4916800854115,33.52615725158441,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,98.37206371614023,,,,,,,,,,,,,,
3.  Transport,132408.16788771746,13.02083260995947,4.09840854119293,,,,,,719.0027711715808,1408.3097203768577,178.6430148619755,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,59.76071809821632,,,,,,,,,,,,,,
4.  Other sectors,103294.50797065801,21.95820537203593,0.659594420185,,,,,,153.85055713046552,335.02330708596025,35.33571850827149,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,57.40327464463138,,,,,,,,,,,,,,
5.  Other,3766.971736195968,0.10385432911979,0.13230624728911,,,,,,26.91057410771151,8.48323967067233,1.47472828839066,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,6.51788178320122,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,5421.465207476799,386.7384907457654,0.13770920520163,,,,,,2.82560652990568,23.15832683155473,244.23684387071637,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,11.47102597990926,,,,,,,,,,,,,,
1.  Solid fuels,245.67247780216212,113.43768111852702,0.00014433228,,,,,,0.23358636864444,11.7931502753183,25.65069491591885,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,10.8655556724233,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5175.792729674637,273.3008096272383,0.13756487292163,,,,,,2.59202016126124,11.36517655623643,218.58614895479752,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,0.60547030748596,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,37897.5469818352,5.8052768874768,11.90174070419308,9964.982765223729,264.93432439613827,"NO,NE",0.03533789528807,2.287057689e-05,22.32749792446417,406.95028608767257,514.0413417272456,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,48.41247711355264,,,,,,,,,,,,,,
A.  Mineral industry,9268.100847024903,,,,,,,,,3.36468448022393,3.59219683358854,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,15.8330310596693,,,,,,,,,,,,,,
B.  Chemical industry,6648.419805671293,3.79927815812457,8.8886551767111,164.1608679,67.71270600402872,,,,7.57550862136591,39.91668598734526,31.88353262593601,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,5.9263896030143,,,,,,,,,,,,,,
C.  Metal industry,21482.532464888813,1.12299094319429,0.05594680105126,,88.28769649156841,,0.0105421595,,13.08488866427409,352.2221437065704,3.56180375487732,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,21.82297187250822,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,498.4938642501908,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",383.46292704539354,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,1.67729450071248,,,,,,,,,,,,,,
E.  Electronic industry ,,,,20.8664430629792,"NO,NE,IE","NO,NE","NO,NE,IE",2.287057689e-05,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,9779.95545426075,1.17527852553563,,,,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.95713872643072,,107.75864337500548,,0.02479573578807,,0.0907056,2.7765992,0.24389728,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.88300778615794,,,,,,,1.57639503882417,8.67017271353294,91.29698418745016,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,3.15279007764834,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,541772.1831109255,3064.00486903141,82.10219333230248,10396.918280966562,238.15566631334542,"NO,NE",0.02851915001348,2.288348058e-05,1466.3485179843817,2546.212493024907,1051.3885693016143,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,555.0691327221792,,,,,,,,,,,,,
1. Energy,509703.9239061362,418.71405607765746,8.79592902144771,,,,,,1415.5954156386367,2108.6028597590994,437.2091783872906,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,515.4645978594974,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),504697.6387902379,,,,,,,,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),504941.24222497584,48.98384143453398,8.67373701519076,,,,,,1412.6207966901832,2089.0271514104184,214.70303814913441,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,503.47581854384333,,,,,,,,,,,,,
1.  Energy industries,209213.45736635386,12.92580839859645,3.72113131080515,,,,,,386.37350647104563,102.86472910965391,5.21575297012963,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,295.47925442404846,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,56264.45775396907,2.6074602665131,0.71139633729941,,,,,,175.13391277792735,394.6017279809545,19.45834443389299,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,92.8150542096806,,,,,,,,,,,,,
3.  Transport,127721.80942343849,11.54961111332859,3.43232795214051,,,,,,668.925225573851,1237.6350091739928,154.42514625832743,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,49.72502464730905,,,,,,,,,,,,,
4.  Other sectors,108474.32140398686,21.813258016956,0.69256862821928,,,,,,156.90098219409347,346.72645599095785,34.3046412408827,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,59.48417262007253,,,,,,,,,,,,,
5.  Other,3267.196277227532,0.08770363913984,0.11631278672641,,,,,,25.2871696732658,7.19922915485944,1.29915324590166,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,5.97231264273272,,,,,,,,,,,,,
B. Fugitive emissions from fuels,4762.681681160381,369.7302146431235,0.12219200625695,,,,,,2.97461894845353,19.57570834868103,222.50614023815618,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,11.98877931565405,,,,,,,,,,,,,
1.  Solid fuels,324.9659847952077,113.69865193717814,0.00013369536,,,,,,0.22420317928889,9.6773568473061,27.07202700018058,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,10.29097325638861,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,4437.715696365174,256.03156270594536,0.12205831089695,,,,,,2.75041576916464,9.89835150137493,195.4341132379756,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,1.69780605926544,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,35245.54267782721,4.52773520087068,11.28686971500748,10396.918280966562,238.15566631334542,"NO,NE",0.02851915001348,2.288348058e-05,20.18719442114664,371.11199435840246,486.31244417735263,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,38.77740200131004,,,,,,,,,,,,,
A.  Mineral industry,8110.971674363819,,,,,,,,,2.29612969363022,1.56588330588804,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,9.10914222960328,,,,,,,,,,,,,
B.  Chemical industry,5725.734346358123,3.04886376679168,8.09568530438516,112.573,14.48447648117679,,,,5.83871024394473,37.43532104389717,24.99128198587796,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,4.37934302146141,,,,,,,,,,,,,
C.  Metal industry,20610.27392326488,1.0474805392797,0.05038086120797,5.2468,121.80417,,0.007711017,,12.61699204866577,319.5610413139263,3.31089535823538,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,20.5558534480654,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,798.5627338403846,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",363.4851577999173,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,1.45296984510766,,,,,,,,,,,,,
E.  Electronic industry ,,,,22.74206758802359,"NO,NE,IE","NO,NE","NO,NE,IE",2.288348058e-05,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,10256.356413378538,0.43472507369969,,,,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,3.14080354941435,,101.43229475846894,,0.02080813301348,,0.0914454,2.7992453,0.24588652,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.4313908947993,,,,,,,1.64004672853614,9.02025700694878,92.71333920743395,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,3.28009345707229,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2008_13042023_165829.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,490774.6576363848,2890.482014400067,76.75023506445102,10920.908323045656,174.2226674221379,"NO,NE",0.02443735752603,2.222491645e-05,1281.0106229420496,2066.339528007801,946.441835549694,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,459.86981064104896,,,,,,,,,,,,
1. Energy,467560.6168792674,411.80302835049275,8.10932414119467,,,,,,1233.6817343674204,1708.7361436751262,366.0557203566159,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,428.49294953181027,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),460358.015459436,,,,,,,,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),462679.9779429886,45.26990689308907,7.98086942824888,,,,,,1231.0023017806718,1689.506845462066,161.30738034717788,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,406.83300288074366,,,,,,,,,,,,
1.  Energy industries,186028.34858719437,12.99551347075694,3.34769160419674,,,,,,346.80225444696265,94.97215111876348,4.9160614280005,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,229.83224052418967,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,49511.197687605905,2.5276557432652,0.63710641248808,,,,,,145.8482264082139,345.9735276883134,16.66536281460311,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,87.26304387330084,,,,,,,,,,,,
3.  Transport,123070.01917321469,8.5364793360642,3.23188454242907,,,,,,575.1592208756894,921.0991420227306,107.86205292345427,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,43.6631647902098,,,,,,,,,,,,
4.  Other sectors,101081.545915853,21.13162858697274,0.65672019489311,,,,,,138.71582855422466,320.98111203709385,30.66235315692478,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,40.54069536985048,,,,,,,,,,,,
5.  Other,2988.866579120638,0.07862975602999,0.10746667424188,,,,,,24.47677149558129,6.48091259516456,1.20155002419521,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,5.5338583231929,,,,,,,,,,,,
B. Fugitive emissions from fuels,4880.638936278773,366.5331214574037,0.12845471294579,,,,,,2.67943258674859,19.2292982130603,204.748340009438,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,21.65994665106656,,,,,,,,,,,,
1.  Solid fuels,239.6757828603894,109.95094006596763,2.516364002e-05,,,,,,0.12734578294823,8.38688136992583,25.38849945577411,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,21.04840274695833,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,4640.963153418384,256.58218139143605,0.12842954930577,,,,,,2.55208680380036,10.84241684313447,179.3598405536639,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,0.61154390410823,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,26432.812229520478,4.8621309752211,6.62424261658579,10920.908323045656,174.2226674221379,"NO,NE",0.02443735752603,2.222491645e-05,16.80594234366211,296.3985772329342,454.2524087194392,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,30.53242109130326,,,,,,,,,,,,
A.  Mineral industry,5829.125687641584,,,,,,,,,1.69579839360678,1.25138042536605,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,6.389,,,,,,,,,,,,
B.  Chemical industry,5063.827203653892,3.78036744447003,3.86342218054325,75.805,14.21789102446808,,,,5.17292283143605,20.14558322046829,19.97624658296984,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,1.82073239856731,,,,,,,,,,,,
C.  Metal industry,15045.195756026693,0.81604634476463,0.03682781347646,2.66136,64.12458,,0.005566069,,9.78198109603482,261.9550299298073,2.50634001129287,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,17.33460626362876,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,494.6635821983113,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",336.76030657692866,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,1.47886479672471,,,,,,,,,,,,
E.  Electronic industry ,,,,24.43149574664257,"NO,NE,IE","NO,NE","NO,NE,IE",2.222491645e-05,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,10818.010467299013,0.2354927804142,,,,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.72399262256608,,95.64470361725562,,0.01887128852603,,0.0964296,2.9518172,0.25928848,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.26571718598644,,,,,,,1.75460881619124,9.65034848905183,93.49884664288174,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,3.50921763238248,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2009_13042023_165921.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,508588.672878558,2704.6006281120312,78.20812912634254,11503.328448886346,257.10069799553,"NO,NE",0.02887383599001,2.096730672e-05,1251.2028394459855,1978.0700757566617,913.9131744024758,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,467.42465419991885,,,,,,,,,,,
1. Energy,485406.0617491702,404.68186757038455,8.2819389229078,,,,,,1203.6530305003207,1658.2562688949786,325.1242002552695,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,436.92726501813223,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),477579.2060240535,,,,,,,,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),480667.9110033992,47.78543735373182,8.15284627161509,,,,,,1200.9442232044007,1637.544542651477,150.4927935682046,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,411.85881951055,,,,,,,,,,,
1.  Energy industries,193378.97106549604,13.15473301817238,3.42655646983758,,,,,,338.32523810468103,97.58931742325277,5.08179867823893,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,237.9239013381861,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,51280.76945169474,2.82860238108052,0.67593304799131,,,,,,151.8616554880779,376.16495746059024,17.8862842446461,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,96.07263365987104,,,,,,,,,,,
3.  Transport,121363.69127239336,7.59053688121538,3.2528161868798,,,,,,545.850778412706,812.5551625468831,94.34407856539757,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,33.34755682174253,,,,,,,,,,,
4.  Other sectors,111740.41089562468,24.13606518542091,0.69257639639384,,,,,,140.39188418858225,345.0007421122764,32.00799638299985,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,39.19998204806198,,,,,,,,,,,
5.  Other,2904.0683181904105,0.07549988784263,0.10496417051256,,,,,,24.51466701035356,6.23436310847435,1.17263569692215,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,5.31474564268837,,,,,,,,,,,
B. Fugitive emissions from fuels,4738.150745770998,356.89643021665273,0.12909265129271,,,,,,2.70880729592005,20.71172624350152,174.63140668706492,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,25.0684455075822,,,,,,,,,,,
1.  Solid fuels,296.7394861311165,102.27143627663403,0.00020002464,,,,,,0.26389734937778,10.51877178129399,25.19208981862141,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,24.46273399781471,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,4441.411259639881,254.6249939400187,0.12889262665271,,,,,,2.44490994654227,10.19295446220753,149.4393168684435,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,0.60571150976749,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,26553.465040629388,5.02966506515596,7.04736794375131,11503.328448886346,257.10069799553,"NO,NE",0.02887383599001,2.096730672e-05,15.70360480165546,241.74554341748882,462.04279161613687,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,29.58194097344773,,,,,,,,,,,
A.  Mineral industry,6178.648156222963,,,,,,,,,1.65317321472854,0.87087376752187,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,6.911,,,,,,,,,,,
B.  Chemical industry,5393.110209211618,4.15025828183504,4.25404307970082,74.3653,48.0742440264824,,,,5.6241672603998,28.32893668865722,22.07172364942968,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,1.3125446005033,,,,,,,,,,,
C.  Metal industry,13802.517782576528,0.60978012074407,0.03636697921557,2.72038,118.67667,,0.007795757,,8.2292983276935,199.2606362395112,2.47472390864232,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,16.2737282785336,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1179.1888926182778,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",340.62592648351045,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,1.56972846728652,,,,,,,,,,,
E.  Electronic industry ,,,,25.95070285771226,"NO,NE,IE","NO,NE","NO,NE,IE",2.096730672e-05,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,11400.292066028635,,,,,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.75695788483492,,90.34978396904762,,0.02107807899001,,0.0926694,2.8367133,0.24917772,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.26962666257685,,,,,,,1.75746981356216,9.66608397459186,95.75036608703256,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,3.51493962712431,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2010_13042023_170014.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,465540.5457017914,2598.7697149938194,75.51051576550616,12134.882594745202,376.3728501496623,"NO,NE",0.02407621923136,2.096730672e-05,1167.8174763919958,1852.3804416713583,888.0472045021206,,GBR_2023_2011_13042023_170106.xlsx,2023,,,,,,,,,,,,,,,,,,,,,433.5803312251459,,,,,,,,,,
