Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2012,Summary1As1_Combined,B.  Chemical industry,HFCs(1) (kt CO2 equivalent),47.424986
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2012,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.11718
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2012,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),25.66959325427446
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2012,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),12679.945077810113
Total national emissions and removals,Total national emissions and removals,,2013,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),13176.893651548758
2.  Industrial processes and product use,Industrial processes and product use,,2013,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),13176.893651548758
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2013,Summary1As1_Combined,B.  Chemical industry,HFCs(1) (kt CO2 equivalent),30.6688
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2013,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.37562
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2013,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),25.52903845255556
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2013,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),13118.320193096202
Total national emissions and removals,Total national emissions and removals,,2014,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),13343.159754723689
2.  Industrial processes and product use,Industrial processes and product use,,2014,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),13343.159754723689
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2014,Summary1As1_Combined,B.  Chemical industry,HFCs(1) (kt CO2 equivalent),2.1328
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2014,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.03164
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2014,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),25.38848365083666
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2014,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),13313.60683107285
Total national emissions and removals,Total national emissions and removals,,2015,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),13349.290500012065
2.  Industrial processes and product use,Industrial processes and product use,,2015,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),13349.290500012065
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2015,Summary1As1_Combined,B.  Chemical industry,HFCs(1) (kt CO2 equivalent),2.0212
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2015,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.07714
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2015,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),25.24792884911776
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2015,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),13319.944231162948
Total national emissions and removals,Total national emissions and removals,,2016,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),13359.726126137775
2.  Industrial processes and product use,Industrial processes and product use,,2016,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),13359.726126137775
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2016,Summary1As1_Combined,B.  Chemical industry,HFCs(1) (kt CO2 equivalent),1.984
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2016,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.00122
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2016,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),24.50123146498609
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2016,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),13331.23967467279
Total national emissions and removals,Total national emissions and removals,,2017,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),13267.85990324142
2.  Industrial processes and product use,Industrial processes and product use,,2017,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),13267.85990324142
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2017,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.08
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2017,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),23.66361269349253
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2017,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),13242.116290547929
Total national emissions and removals,Total national emissions and removals,,2018,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),12950.550048104113
2.  Industrial processes and product use,Industrial processes and product use,,2018,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),12950.550048104113
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2018,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),3.44734
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2018,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),22.72143432653268
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2018,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),12924.38127377758
Total national emissions and removals,Total national emissions and removals,,2019,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),12333.145978974677
2.  Industrial processes and product use,Industrial processes and product use,,2019,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),12333.145978974677
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2019,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.21156
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2019,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),21.65901242478677
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2019,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),12309.275406549888
Total national emissions and removals,Total national emissions and removals,,2020,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),11525.463795236754
2.  Industrial processes and product use,Industrial processes and product use,,2020,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),11525.463795236754
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2020,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),1.3416
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2020,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),20.45831045803691
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2020,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),11503.663884778716
Total national emissions and removals,Total national emissions and removals,,2021,Summary1As1_Combined,Total national emissions and removals,HFCs(1) (kt CO2 equivalent),10819.710287153594
2.  Industrial processes and product use,Industrial processes and product use,,2021,Summary1As1_Combined,2.  Industrial processes and product use,HFCs(1) (kt CO2 equivalent),10819.710287153594
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2021,Summary1As1_Combined,C.  Metal industry,HFCs(1) (kt CO2 equivalent),2.25992
Total national emissions and removals,Industrial processes and product use,E.  Electronic industry ,2021,Summary1As1_Combined,E.  Electronic industry ,HFCs(1) (kt CO2 equivalent),19.09858641653228
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2021,Summary1As1_Combined,F.  Product uses as substitutes for ODS,HFCs(1) (kt CO2 equivalent),10798.35178073706
Total national emissions and removals,Total national emissions and removals,,1990,Summary1As1_Combined,Total national emissions and removals,PFCs(1),1483.661308829743
2.  Industrial processes and product use,Industrial processes and product use,,1990,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),1483.661308829743
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1990,Summary1As1_Combined,B.  Chemical industry,PFCs(1),16.07267477816611
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1990,Summary1As1_Combined,C.  Metal industry,PFCs(1),1396.756822824816
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1990,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),70.83181122676056
Total national emissions and removals,Total national emissions and removals,,1991,Summary1As1_Combined,Total national emissions and removals,PFCs(1),1243.0533429827867
2.  Industrial processes and product use,Industrial processes and product use,,1991,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),1243.0533429827867
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1991,Summary1As1_Combined,B.  Chemical industry,PFCs(1),16.07851391469603
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1991,Summary1As1_Combined,C.  Metal industry,PFCs(1),1148.136025095774
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1991,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),78.83880397231675
Total national emissions and removals,Total national emissions and removals,,1992,Summary1As1_Combined,Total national emissions and removals,PFCs(1),617.6405516478967
2.  Industrial processes and product use,Industrial processes and product use,,1992,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),617.6405516478967
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1992,Summary1As1_Combined,B.  Chemical industry,PFCs(1),16.1620677446289
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1992,Summary1As1_Combined,C.  Metal industry,PFCs(1),513.1553970238398
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1992,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),88.32308687942798
Total national emissions and removals,Total national emissions and removals,,1993,Summary1As1_Combined,Total national emissions and removals,PFCs(1),538.7008464761537
2.  Industrial processes and product use,Industrial processes and product use,,1993,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),538.7008464761537
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1993,Summary1As1_Combined,B.  Chemical industry,PFCs(1),40.13152254223736
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1993,Summary1As1_Combined,C.  Metal industry,PFCs(1),399.0121039510152
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1993,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),99.55721998290116
Total national emissions and removals,Total national emissions and removals,,1994,Summary1As1_Combined,Total national emissions and removals,PFCs(1),546.4092799665525
2.  Industrial processes and product use,Industrial processes and product use,,1994,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),546.4092799665525
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1994,Summary1As1_Combined,B.  Chemical industry,PFCs(1),72.23674057602744
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1994,Summary1As1_Combined,C.  Metal industry,PFCs(1),361.30848874656
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1994,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),112.86405064396511
Total national emissions and removals,Total national emissions and removals,,1995,Summary1As1_Combined,Total national emissions and removals,PFCs(1),533.2729159722217
2.  Industrial processes and product use,Industrial processes and product use,,1995,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),533.2729159722217
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1995,Summary1As1_Combined,B.  Chemical industry,PFCs(1),104.34195860981733
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1995,Summary1As1_Combined,C.  Metal industry,PFCs(1),299.84417160048
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1995,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),0.46079419992882
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1995,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),128.62599156199553
Total national emissions and removals,Total national emissions and removals,,1996,Summary1As1_Combined,Total national emissions and removals,PFCs(1),531.936901170432
2.  Industrial processes and product use,Industrial processes and product use,,1996,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),531.936901170432
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1996,Summary1As1_Combined,B.  Chemical industry,PFCs(1),87.9241433333333
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1996,Summary1As1_Combined,C.  Metal industry,PFCs(1),295.4262339726769
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1996,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),1.29051328501919
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1996,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),147.29601057940246
Total national emissions and removals,Total national emissions and removals,,1997,Summary1As1_Combined,Total national emissions and removals,PFCs(1),446.9412735815819
2.  Industrial processes and product use,Industrial processes and product use,,1997,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),446.9412735815819
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1997,Summary1As1_Combined,B.  Chemical industry,PFCs(1),44.59328457396951
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1997,Summary1As1_Combined,C.  Metal industry,PFCs(1),230.4487513406184
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1997,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),2.48858956147309
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1997,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),169.4106481055209
Total national emissions and removals,Total national emissions and removals,,1998,Summary1As1_Combined,Total national emissions and removals,PFCs(1),435.31214191674064
2.  Industrial processes and product use,Industrial processes and product use,,1998,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),435.31214191674064
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1998,Summary1As1_Combined,B.  Chemical industry,PFCs(1),50.80707718867246
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1998,Summary1As1_Combined,C.  Metal industry,PFCs(1),217.63684285824337
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1998,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),3.5944745953511
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1998,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),163.2737472744737
Total national emissions and removals,Total national emissions and removals,,1999,Summary1As1_Combined,Total national emissions and removals,PFCs(1),412.3438056658791
2.  Industrial processes and product use,Industrial processes and product use,,1999,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),412.3438056658791
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,1999,Summary1As1_Combined,B.  Chemical industry,PFCs(1),23.4159743453958
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1999,Summary1As1_Combined,C.  Metal industry,PFCs(1),196.46209856561487
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,1999,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),4.70092338922304
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1999,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),187.76480936564533
Total national emissions and removals,Total national emissions and removals,,2000,Summary1As1_Combined,Total national emissions and removals,PFCs(1),518.6561076267035
2.  Industrial processes and product use,Industrial processes and product use,,2000,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),518.6561076267035
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2000,Summary1As1_Combined,B.  Chemical industry,PFCs(1),27.61732950475711
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2000,Summary1As1_Combined,C.  Metal industry,PFCs(1),269.90159278947334
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2000,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),5.20765456198175
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2000,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),215.9295307704913
Total national emissions and removals,Total national emissions and removals,,2001,Summary1As1_Combined,Total national emissions and removals,PFCs(1),432.1746820816712
2.  Industrial processes and product use,Industrial processes and product use,,2001,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),432.1746820816712
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2001,Summary1As1_Combined,B.  Chemical industry,PFCs(1),66.94898509098134
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2001,Summary1As1_Combined,C.  Metal industry,PFCs(1),228.1859505961964
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2001,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),5.32273262449346
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2001,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),131.71701377
Total national emissions and removals,Total national emissions and removals,,2002,Summary1As1_Combined,Total national emissions and removals,PFCs(1),365.481826428161
2.  Industrial processes and product use,Industrial processes and product use,,2002,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),365.481826428161
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2002,Summary1As1_Combined,B.  Chemical industry,PFCs(1),70.7958183156942
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2002,Summary1As1_Combined,C.  Metal industry,PFCs(1),157.81945655966456
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2002,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),5.14953778280228
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2002,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),131.71701377
Total national emissions and removals,Total national emissions and removals,,2003,Summary1As1_Combined,Total national emissions and removals,PFCs(1),321.2956096285321
2.  Industrial processes and product use,Industrial processes and product use,,2003,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),321.2956096285321
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2003,Summary1As1_Combined,B.  Chemical industry,PFCs(1),69.13449510647553
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2003,Summary1As1_Combined,C.  Metal industry,PFCs(1),116.31441728488196
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2003,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),4.7391121176303
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2003,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),131.10758511954432
Total national emissions and removals,Total national emissions and removals,,2004,Summary1As1_Combined,Total national emissions and removals,PFCs(1),407.081950631323
2.  Industrial processes and product use,Industrial processes and product use,,2004,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),407.081950631323
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2004,Summary1As1_Combined,B.  Chemical industry,PFCs(1),111.9658918176859
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2004,Summary1As1_Combined,C.  Metal industry,PFCs(1),160.50066999851563
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2004,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),4.11760907625297
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2004,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),130.4977797388685
Total national emissions and removals,Total national emissions and removals,,2005,Summary1As1_Combined,Total national emissions and removals,PFCs(1),366.13838284421047
2.  Industrial processes and product use,Industrial processes and product use,,2005,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),366.13838284421047
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2005,Summary1As1_Combined,B.  Chemical industry,PFCs(1),136.84720111050413
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2005,Summary1As1_Combined,C.  Metal industry,PFCs(1),103.85345696783337
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2005,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),3.20394859362821
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2005,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),122.23377617224476
Total national emissions and removals,Total national emissions and removals,,2006,Summary1As1_Combined,Total national emissions and removals,PFCs(1),362.0397963791365
2.  Industrial processes and product use,Industrial processes and product use,,2006,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),362.0397963791365
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2006,Summary1As1_Combined,B.  Chemical industry,PFCs(1),111.9658918176859
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2006,Summary1As1_Combined,C.  Metal industry,PFCs(1),133.11553090574344
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2006,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),2.28425379747406
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2006,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),114.67411985823314
Total national emissions and removals,Total national emissions and removals,,2007,Summary1As1_Combined,Total national emissions and removals,PFCs(1),264.93432439613827
2.  Industrial processes and product use,Industrial processes and product use,,2007,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),264.93432439613827
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2007,Summary1As1_Combined,B.  Chemical industry,PFCs(1),67.71270600402872
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2007,Summary1As1_Combined,C.  Metal industry,PFCs(1),88.28769649156841
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2007,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),1.17527852553563
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2007,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),107.75864337500548
Total national emissions and removals,Total national emissions and removals,,2008,Summary1As1_Combined,Total national emissions and removals,PFCs(1),238.15566631334545
2.  Industrial processes and product use,Industrial processes and product use,,2008,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),238.15566631334545
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2008,Summary1As1_Combined,B.  Chemical industry,PFCs(1),14.48447648117679
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2008,Summary1As1_Combined,C.  Metal industry,PFCs(1),121.80417
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2008,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),0.43472507369969
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2008,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),101.43229475846894
Total national emissions and removals,Total national emissions and removals,,2009,Summary1As1_Combined,Total national emissions and removals,PFCs(1),174.2226674221379
2.  Industrial processes and product use,Industrial processes and product use,,2009,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),174.2226674221379
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2009,Summary1As1_Combined,B.  Chemical industry,PFCs(1),14.21789102446808
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2009,Summary1As1_Combined,C.  Metal industry,PFCs(1),64.12458
Total national emissions and removals,Industrial processes and product use,F.  Product uses as substitutes for ODS,2009,Summary1As1_Combined,F.  Product uses as substitutes for ODS,PFCs(1),0.2354927804142
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2009,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),95.64470361725562
Total national emissions and removals,Total national emissions and removals,,2010,Summary1As1_Combined,Total national emissions and removals,PFCs(1),257.10069799553
2.  Industrial processes and product use,Industrial processes and product use,,2010,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),257.10069799553
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2010,Summary1As1_Combined,B.  Chemical industry,PFCs(1),48.0742440264824
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2010,Summary1As1_Combined,C.  Metal industry,PFCs(1),118.67667
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2010,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),90.34978396904762
Total national emissions and removals,Total national emissions and removals,,2011,Summary1As1_Combined,Total national emissions and removals,PFCs(1),376.3728501496623
2.  Industrial processes and product use,Industrial processes and product use,,2011,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),376.3728501496623
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2011,Summary1As1_Combined,B.  Chemical industry,PFCs(1),108.41141906156832
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2011,Summary1As1_Combined,C.  Metal industry,PFCs(1),170.25530850660323
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2011,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),97.70612258149076
Total national emissions and removals,Total national emissions and removals,,2012,Summary1As1_Combined,Total national emissions and removals,PFCs(1),221.6587985790211
2.  Industrial processes and product use,Industrial processes and product use,,2012,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),221.6587985790211
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2012,Summary1As1_Combined,B.  Chemical industry,PFCs(1),105.74556449448076
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2012,Summary1As1_Combined,C.  Metal industry,PFCs(1),14.76121039060641
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2012,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),101.1520236939339
Total national emissions and removals,Total national emissions and removals,,2013,Summary1As1_Combined,Total national emissions and removals,PFCs(1),274.1761522509474
2.  Industrial processes and product use,Industrial processes and product use,,2013,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),274.1761522509474
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2013,Summary1As1_Combined,B.  Chemical industry,PFCs(1),175.0577832387625
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2013,Summary1As1_Combined,C.  Metal industry,PFCs(1),6.25175670580764
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2013,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),92.86661230637723
Total national emissions and removals,Total national emissions and removals,,2014,Summary1As1_Combined,Total national emissions and removals,PFCs(1),219.2113751137656
2.  Industrial processes and product use,Industrial processes and product use,,2014,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),219.2113751137656
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2014,Summary1As1_Combined,B.  Chemical industry,PFCs(1),92.41629165904196
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2014,Summary1As1_Combined,C.  Metal industry,PFCs(1),38.30344503590323
