Category,Year,Sheet,Gas,Emissions_kt
B. Fugitive emissions from fuels,2001,Summary1As1,N2O,0.1638179417981
1.  Solid fuels,2001,Summary1As1,N2O,7.4844e-05
2.  Oil and natural gas and other emissions from energy production,2001,Summary1As1,N2O,0.1637430977981
2.  Industrial processes and product use,2001,Summary1As1,N2O,17.63407501395571
B.  Chemical industry,2001,Summary1As1,N2O,15.52709404081474
C.  Metal industry,2001,Summary1As1,N2O,0.05949717970902
G.  Other product manufacture and use ,2001,Summary1As1,N2O,2.04748379343195
Total national emissions and removals,2002,Summary1As1,N2O,91.1035318049333
1. Energy,2002,Summary1As1,N2O,11.20957958687282
                                           Sectoral approach(2),2002,Summary1As1,N2O,11.05979313374212
1.  Energy industries,2002,Summary1As1,N2O,4.05969146991157
2.  Manufacturing industries and construction                          ,2002,Summary1As1,N2O,0.7850135232252
3.  Transport,2002,Summary1As1,N2O,5.33089900396497
4.  Other sectors,2002,Summary1As1,N2O,0.7757402042473
5.  Other,2002,Summary1As1,N2O,0.10844893239308
B. Fugitive emissions from fuels,2002,Summary1As1,N2O,0.1497864531307
1.  Solid fuels,2002,Summary1As1,N2O,0.00012530376
2.  Oil and natural gas and other emissions from energy production,2002,Summary1As1,N2O,0.1496611493707
2.  Industrial processes and product use,2002,Summary1As1,N2O,12.26602993494076
B.  Chemical industry,2002,Summary1As1,N2O,10.16832053363855
C.  Metal industry,2002,Summary1As1,N2O,0.05157485649906
G.  Other product manufacture and use ,2002,Summary1As1,N2O,2.04613454480315
Total national emissions and removals,2003,Summary1As1,N2O,89.62835714034085
1. Energy,2003,Summary1As1,N2O,10.84964287709032
                                           Sectoral approach(2),2003,Summary1As1,N2O,10.72326136474208
1.  Energy industries,2003,Summary1As1,N2O,4.06804755845403
2.  Manufacturing industries and construction                          ,2003,Summary1As1,N2O,0.79993566110594
3.  Transport,2003,Summary1As1,N2O,5.01471255514444
4.  Other sectors,2003,Summary1As1,N2O,0.7274012477657
5.  Other,2003,Summary1As1,N2O,0.11316434227197
B. Fugitive emissions from fuels,2003,Summary1As1,N2O,0.12638151234824
1.  Solid fuels,2003,Summary1As1,N2O,0.000148068
2.  Oil and natural gas and other emissions from energy production,2003,Summary1As1,N2O,0.12623344434824
2.  Industrial processes and product use,2003,Summary1As1,N2O,11.49272387900357
B.  Chemical industry,2003,Summary1As1,N2O,9.39120180971151
C.  Metal industry,2003,Summary1As1,N2O,0.0559244752277
G.  Other product manufacture and use ,2003,Summary1As1,N2O,2.04559759406436
Total national emissions and removals,2004,Summary1As1,N2O,91.36188886184772
1. Energy,2004,Summary1As1,N2O,10.54871559463337
                                           Sectoral approach(2),2004,Summary1As1,N2O,10.41824552321753
1.  Energy industries,2004,Summary1As1,N2O,3.94483157846815
2.  Manufacturing industries and construction                          ,2004,Summary1As1,N2O,0.83266088367871
3.  Transport,2004,Summary1As1,N2O,4.80194142934535
4.  Other sectors,2004,Summary1As1,N2O,0.72774931363555
5.  Other,2004,Summary1As1,N2O,0.11106231808977
B. Fugitive emissions from fuels,2004,Summary1As1,N2O,0.13047007141584
1.  Solid fuels,2004,Summary1As1,N2O,0.000253692
2.  Oil and natural gas and other emissions from energy production,2004,Summary1As1,N2O,0.13021637941584
2.  Industrial processes and product use,2004,Summary1As1,N2O,14.56326623839524
B.  Chemical industry,2004,Summary1As1,N2O,12.08990160698251
C.  Metal industry,2004,Summary1As1,N2O,0.05818107277101
G.  Other product manufacture and use ,2004,Summary1As1,N2O,2.41518355864172
Total national emissions and removals,2005,Summary1As1,N2O,87.7989264444471
1. Energy,2005,Summary1As1,N2O,10.33784718108434
                                           Sectoral approach(2),2005,Summary1As1,N2O,10.19032271811935
1.  Energy industries,2005,Summary1As1,N2O,4.04662244990484
2.  Manufacturing industries and construction                          ,2005,Summary1As1,N2O,0.79590702398832
3.  Transport,2005,Summary1As1,N2O,4.5564887933769
4.  Other sectors,2005,Summary1As1,N2O,0.68835811581667
5.  Other,2005,Summary1As1,N2O,0.10294633503262
B. Fugitive emissions from fuels,2005,Summary1As1,N2O,0.14752446296499
1.  Solid fuels,2005,Summary1As1,N2O,0.0001429812
2.  Oil and natural gas and other emissions from energy production,2005,Summary1As1,N2O,0.14738148176499
2.  Industrial processes and product use,2005,Summary1As1,N2O,12.32065621231824
B.  Chemical industry,2005,Summary1As1,N2O,9.50985495045854
C.  Metal industry,2005,Summary1As1,N2O,0.05628532346957
G.  Other product manufacture and use ,2005,Summary1As1,N2O,2.75451593839013
Total national emissions and removals,2006,Summary1As1,N2O,84.13912809202536
1. Energy,2006,Summary1As1,N2O,10.13175071932281
                                           Sectoral approach(2),2006,Summary1As1,N2O,10.00256935384755
1.  Energy industries,2006,Summary1As1,N2O,4.1333343351548
2.  Manufacturing industries and construction                          ,2006,Summary1As1,N2O,0.80632351268472
3.  Transport,2006,Summary1As1,N2O,4.26452525436126
4.  Other sectors,2006,Summary1As1,N2O,0.67582313467796
5.  Other,2006,Summary1As1,N2O,0.12256311696881
B. Fugitive emissions from fuels,2006,Summary1As1,N2O,0.12918136547526
1.  Solid fuels,2006,Summary1As1,N2O,0.00015648552
2.  Oil and natural gas and other emissions from energy production,2006,Summary1As1,N2O,0.12902487995526
2.  Industrial processes and product use,2006,Summary1As1,N2O,10.45477653350334
B.  Chemical industry,2006,Summary1As1,N2O,7.63861019339605
C.  Metal industry,2006,Summary1As1,N2O,0.05278889856645
G.  Other product manufacture and use ,2006,Summary1As1,N2O,2.76337744154084
Total national emissions and removals,2007,Summary1As1,N2O,84.18463560901452
1. Energy,2007,Summary1As1,N2O,9.70437584022109
                                           Sectoral approach(2),2007,Summary1As1,N2O,9.56666663501946
1.  Energy industries,2007,Summary1As1,N2O,3.88160017301821
2.  Manufacturing industries and construction                          ,2007,Summary1As1,N2O,0.79475725333421
3.  Transport,2007,Summary1As1,N2O,4.09840854119293
4.  Other sectors,2007,Summary1As1,N2O,0.659594420185
5.  Other,2007,Summary1As1,N2O,0.13230624728911
B. Fugitive emissions from fuels,2007,Summary1As1,N2O,0.13770920520163
1.  Solid fuels,2007,Summary1As1,N2O,0.00014433228
2.  Oil and natural gas and other emissions from energy production,2007,Summary1As1,N2O,0.13756487292163
2.  Industrial processes and product use,2007,Summary1As1,N2O,11.90174070419308
B.  Chemical industry,2007,Summary1As1,N2O,8.8886551767111
C.  Metal industry,2007,Summary1As1,N2O,0.05594680105126
G.  Other product manufacture and use ,2007,Summary1As1,N2O,2.95713872643072
Total national emissions and removals,2008,Summary1As1,N2O,82.10219333230248
1. Energy,2008,Summary1As1,N2O,8.79592902144771
                                           Sectoral approach(2),2008,Summary1As1,N2O,8.67373701519076
1.  Energy industries,2008,Summary1As1,N2O,3.72113131080515
2.  Manufacturing industries and construction                          ,2008,Summary1As1,N2O,0.71139633729941
3.  Transport,2008,Summary1As1,N2O,3.43232795214051
4.  Other sectors,2008,Summary1As1,N2O,0.69256862821928
5.  Other,2008,Summary1As1,N2O,0.11631278672641
B. Fugitive emissions from fuels,2008,Summary1As1,N2O,0.12219200625695
1.  Solid fuels,2008,Summary1As1,N2O,0.00013369536
2.  Oil and natural gas and other emissions from energy production,2008,Summary1As1,N2O,0.12205831089695
2.  Industrial processes and product use,2008,Summary1As1,N2O,11.28686971500748
B.  Chemical industry,2008,Summary1As1,N2O,8.09568530438516
C.  Metal industry,2008,Summary1As1,N2O,0.05038086120797
G.  Other product manufacture and use ,2008,Summary1As1,N2O,3.14080354941435
Total national emissions and removals,2009,Summary1As1,N2O,76.75023506445102
1. Energy,2009,Summary1As1,N2O,8.10932414119467
                                           Sectoral approach(2),2009,Summary1As1,N2O,7.98086942824888
1.  Energy industries,2009,Summary1As1,N2O,3.34769160419674
2.  Manufacturing industries and construction                          ,2009,Summary1As1,N2O,0.63710641248808
3.  Transport,2009,Summary1As1,N2O,3.23188454242907
4.  Other sectors,2009,Summary1As1,N2O,0.65672019489311
5.  Other,2009,Summary1As1,N2O,0.10746667424188
B. Fugitive emissions from fuels,2009,Summary1As1,N2O,0.12845471294579
1.  Solid fuels,2009,Summary1As1,N2O,2.516364002e-05
2.  Oil and natural gas and other emissions from energy production,2009,Summary1As1,N2O,0.12842954930577
2.  Industrial processes and product use,2009,Summary1As1,N2O,6.62424261658579
B.  Chemical industry,2009,Summary1As1,N2O,3.86342218054325
C.  Metal industry,2009,Summary1As1,N2O,0.03682781347646
G.  Other product manufacture and use ,2009,Summary1As1,N2O,2.72399262256608
Total national emissions and removals,2010,Summary1As1,N2O,78.20812912634254
1. Energy,2010,Summary1As1,N2O,8.2819389229078
                                           Sectoral approach(2),2010,Summary1As1,N2O,8.15284627161509
1.  Energy industries,2010,Summary1As1,N2O,3.42655646983758
2.  Manufacturing industries and construction                          ,2010,Summary1As1,N2O,0.67593304799131
3.  Transport,2010,Summary1As1,N2O,3.2528161868798
4.  Other sectors,2010,Summary1As1,N2O,0.69257639639384
5.  Other,2010,Summary1As1,N2O,0.10496417051256
B. Fugitive emissions from fuels,2010,Summary1As1,N2O,0.12909265129271
1.  Solid fuels,2010,Summary1As1,N2O,0.00020002464
2.  Oil and natural gas and other emissions from energy production,2010,Summary1As1,N2O,0.12889262665271
2.  Industrial processes and product use,2010,Summary1As1,N2O,7.04736794375131
B.  Chemical industry,2010,Summary1As1,N2O,4.25404307970082
C.  Metal industry,2010,Summary1As1,N2O,0.03636697921557
G.  Other product manufacture and use ,2010,Summary1As1,N2O,2.75695788483492
Total national emissions and removals,2011,Summary1As1,N2O,75.51051576550616
1. Energy,2011,Summary1As1,N2O,8.1545435465535
                                           Sectoral approach(2),2011,Summary1As1,N2O,7.99133115019888
1.  Energy industries,2011,Summary1As1,N2O,3.31635574553128
2.  Manufacturing industries and construction                          ,2011,Summary1As1,N2O,0.66003769655693
3.  Transport,2011,Summary1As1,N2O,3.30810558439639
4.  Other sectors,2011,Summary1As1,N2O,0.60769594348016
5.  Other,2011,Summary1As1,N2O,0.09913618023412
B. Fugitive emissions from fuels,2011,Summary1As1,N2O,0.16321239635462
1.  Solid fuels,2011,Summary1As1,N2O,0.00024556608
2.  Oil and natural gas and other emissions from energy production,2011,Summary1As1,N2O,0.16296683027462
2.  Industrial processes and product use,2011,Summary1As1,N2O,3.9391828541004
B.  Chemical industry,2011,Summary1As1,N2O,0.67387299034228
C.  Metal industry,2011,Summary1As1,N2O,0.03538765572037
G.  Other product manufacture and use ,2011,Summary1As1,N2O,3.22992220803775
Total national emissions and removals,2012,Summary1As1,N2O,74.53535876362096
1. Energy,2012,Summary1As1,N2O,8.73975552220548
                                           Sectoral approach(2),2012,Summary1As1,N2O,8.61533730580747
1.  Energy industries,2012,Summary1As1,N2O,3.85092446074228
2.  Manufacturing industries and construction                          ,2012,Summary1As1,N2O,0.63476554713176
3.  Transport,2012,Summary1As1,N2O,3.36950556666602
4.  Other sectors,2012,Summary1As1,N2O,0.66932938738466
5.  Other,2012,Summary1As1,N2O,0.09081234388275
B. Fugitive emissions from fuels,2012,Summary1As1,N2O,0.12441821639801
1.  Solid fuels,2012,Summary1As1,N2O,6.208812e-05
2.  Oil and natural gas and other emissions from energy production,2012,Summary1As1,N2O,0.12435612827801
2.  Industrial processes and product use,2012,Summary1As1,N2O,3.11127749500914
B.  Chemical industry,2012,Summary1As1,N2O,0.13023337593456
C.  Metal industry,2012,Summary1As1,N2O,0.03694836233166
G.  Other product manufacture and use ,2012,Summary1As1,N2O,2.94409575674292
Total national emissions and removals,2013,Summary1As1,N2O,74.5133580379318
1. Energy,2013,Summary1As1,N2O,8.65113595789591
                                           Sectoral approach(2),2013,Summary1As1,N2O,8.53298281723013
1.  Energy industries,2013,Summary1As1,N2O,3.72360344359576
2.  Manufacturing industries and construction                          ,2013,Summary1As1,N2O,0.60416914627232
3.  Transport,2013,Summary1As1,N2O,3.46947022005815
4.  Other sectors,2013,Summary1As1,N2O,0.65337170329169
5.  Other,2013,Summary1As1,N2O,0.08236830401221
B. Fugitive emissions from fuels,2013,Summary1As1,N2O,0.11815314066578
1.  Solid fuels,2013,Summary1As1,N2O,0.00012607164
2.  Oil and natural gas and other emissions from energy production,2013,Summary1As1,N2O,0.11802706902578
2.  Industrial processes and product use,2013,Summary1As1,N2O,2.93340495673303
B.  Chemical industry,2013,Summary1As1,N2O,0.15047638692308
C.  Metal industry,2013,Summary1As1,N2O,0.0442647292792
G.  Other product manufacture and use ,2013,Summary1As1,N2O,2.73866384053075
Total national emissions and removals,2014,Summary1As1,N2O,76.4625576647936
1. Energy,2014,Summary1As1,N2O,8.41133248346801
                                           Sectoral approach(2),2014,Summary1As1,N2O,8.29355489061916
1.  Energy industries,2014,Summary1As1,N2O,3.34189239888672
2.  Manufacturing industries and construction                          ,2014,Summary1As1,N2O,0.65407860538546
3.  Transport,2014,Summary1As1,N2O,3.60647225340297
4.  Other sectors,2014,Summary1As1,N2O,0.61874375481215
5.  Other,2014,Summary1As1,N2O,0.07236787813186
B. Fugitive emissions from fuels,2014,Summary1As1,N2O,0.11777759284885
1.  Solid fuels,2014,Summary1As1,N2O,0.00022096152
2.  Oil and natural gas and other emissions from energy production,2014,Summary1As1,N2O,0.11755663132885
2.  Industrial processes and product use,2014,Summary1As1,N2O,3.00564614677622
B.  Chemical industry,2014,Summary1As1,N2O,0.14093087544632
C.  Metal industry,2014,Summary1As1,N2O,0.04449565784704
G.  Other product manufacture and use ,2014,Summary1As1,N2O,2.82021961348286
Total national emissions and removals,2015,Summary1As1,N2O,75.76462361336294
1. Energy,2015,Summary1As1,N2O,8.48806159270164
                                           Sectoral approach(2),2015,Summary1As1,N2O,8.36858189811008
1.  Energy industries,2015,Summary1As1,N2O,3.21683359354823
2.  Manufacturing industries and construction                          ,2015,Summary1As1,N2O,0.69827351023728
3.  Transport,2015,Summary1As1,N2O,3.74059801228403
4.  Other sectors,2015,Summary1As1,N2O,0.65409332819317
5.  Other,2015,Summary1As1,N2O,0.05878345384737
B. Fugitive emissions from fuels,2015,Summary1As1,N2O,0.11947969459156
1.  Solid fuels,2015,Summary1As1,N2O,0.00024887736
2.  Oil and natural gas and other emissions from energy production,2015,Summary1As1,N2O,0.11923081723156
2.  Industrial processes and product use,2015,Summary1As1,N2O,2.87991358919633
B.  Chemical industry,2015,Summary1As1,N2O,0.10399393246879
C.  Metal industry,2015,Summary1As1,N2O,0.03908937946758
G.  Other product manufacture and use ,2015,Summary1As1,N2O,2.73683027725996
Total national emissions and removals,2016,Summary1As1,N2O,74.01543319186187
1. Energy,2016,Summary1As1,N2O,7.97942301700532
                                           Sectoral approach(2),2016,Summary1As1,N2O,7.8560690064118
1.  Energy industries,2016,Summary1As1,N2O,2.54743046966084
2.  Manufacturing industries and construction                          ,2016,Summary1As1,N2O,0.71988118612946
3.  Transport,2016,Summary1As1,N2O,3.88674001315878
4.  Other sectors,2016,Summary1As1,N2O,0.64707495532378
5.  Other,2016,Summary1As1,N2O,0.05494238213894
B. Fugitive emissions from fuels,2016,Summary1As1,N2O,0.12335401059352
1.  Solid fuels,2016,Summary1As1,N2O,6.590808e-05
2.  Oil and natural gas and other emissions from energy production,2016,Summary1As1,N2O,0.12328810251352
2.  Industrial processes and product use,2016,Summary1As1,N2O,2.91422849892715
B.  Chemical industry,2016,Summary1As1,N2O,0.08919391436513
C.  Metal industry,2016,Summary1As1,N2O,0.02548710122153
G.  Other product manufacture and use ,2016,Summary1As1,N2O,2.79954748334049
Total national emissions and removals,2017,Summary1As1,N2O,75.3843507921433
1. Energy,2017,Summary1As1,N2O,7.9441087124557
                                           Sectoral approach(2),2017,Summary1As1,N2O,7.81948863097603
1.  Energy industries,2017,Summary1As1,N2O,2.38737393530542
2.  Manufacturing industries and construction                          ,2017,Summary1As1,N2O,0.77185826467365
3.  Transport,2017,Summary1As1,N2O,3.94576845931049
4.  Other sectors,2017,Summary1As1,N2O,0.65797774362336
5.  Other,2017,Summary1As1,N2O,0.05651022806311
B. Fugitive emissions from fuels,2017,Summary1As1,N2O,0.12462008147967
1.  Solid fuels,2017,Summary1As1,N2O,5.8644e-05
2.  Oil and natural gas and other emissions from energy production,2017,Summary1As1,N2O,0.12456143747967
2.  Industrial processes and product use,2017,Summary1As1,N2O,3.01497098481555
B.  Chemical industry,2017,Summary1As1,N2O,0.13150866487882
C.  Metal industry,2017,Summary1As1,N2O,0.02479737422681
G.  Other product manufacture and use ,2017,Summary1As1,N2O,2.85866494570992
Total national emissions and removals,2018,Summary1As1,N2O,74.68778488191973
1. Energy,2018,Summary1As1,N2O,8.0622542140013
                                           Sectoral approach(2),2018,Summary1As1,N2O,7.93689969695842
1.  Energy industries,2018,Summary1As1,N2O,2.42493181100187
2.  Manufacturing industries and construction                          ,2018,Summary1As1,N2O,0.8148589887454
3.  Transport,2018,Summary1As1,N2O,3.96367997797953
4.  Other sectors,2018,Summary1As1,N2O,0.67549323416537
5.  Other,2018,Summary1As1,N2O,0.05793568506625
B. Fugitive emissions from fuels,2018,Summary1As1,N2O,0.12535451704288
1.  Solid fuels,2018,Summary1As1,N2O,3.888972e-05
2.  Oil and natural gas and other emissions from energy production,2018,Summary1As1,N2O,0.12531562732288
2.  Industrial processes and product use,2018,Summary1As1,N2O,2.94661755758381
B.  Chemical industry,2018,Summary1As1,N2O,0.08895608266969
C.  Metal industry,2018,Summary1As1,N2O,0.02428095486082
G.  Other product manufacture and use ,2018,Summary1As1,N2O,2.8333805200533
Total national emissions and removals,2019,Summary1As1,N2O,75.10587532536039
1. Energy,2019,Summary1As1,N2O,7.95155826730183
                                           Sectoral approach(2),2019,Summary1As1,N2O,7.82749956491882
1.  Energy industries,2019,Summary1As1,N2O,2.41044881847036
2.  Manufacturing industries and construction                          ,2019,Summary1As1,N2O,0.79538594079001
3.  Transport,2019,Summary1As1,N2O,3.92395050577274
4.  Other sectors,2019,Summary1As1,N2O,0.6397458814187
5.  Other,2019,Summary1As1,N2O,0.05796841846701
B. Fugitive emissions from fuels,2019,Summary1As1,N2O,0.12405870238301
1.  Solid fuels,2019,Summary1As1,N2O,5.243292e-05
2.  Oil and natural gas and other emissions from energy production,2019,Summary1As1,N2O,0.12400626946301
2.  Industrial processes and product use,2019,Summary1As1,N2O,3.0387149052973
B.  Chemical industry,2019,Summary1As1,N2O,0.13368002575918
C.  Metal industry,2019,Summary1As1,N2O,0.02424358879889
G.  Other product manufacture and use ,2019,Summary1As1,N2O,2.88079129073923
Total national emissions and removals,2020,Summary1As1,N2O,70.70719563316965
1. Energy,2020,Summary1As1,N2O,7.2666925019615
                                           Sectoral approach(2),2020,Summary1As1,N2O,7.16304041582231
1.  Energy industries,2020,Summary1As1,N2O,2.34714632842529
2.  Manufacturing industries and construction                          ,2020,Summary1As1,N2O,0.83781873189256
3.  Transport,2020,Summary1As1,N2O,3.3081588477196
4.  Other sectors,2020,Summary1As1,N2O,0.62159156845937
5.  Other,2020,Summary1As1,N2O,0.04832493932549
B. Fugitive emissions from fuels,2020,Summary1As1,N2O,0.10365208613919
1.  Solid fuels,2020,Summary1As1,N2O,5.489208e-05
2.  Oil and natural gas and other emissions from energy production,2020,Summary1As1,N2O,0.10359719405919
2.  Industrial processes and product use,2020,Summary1As1,N2O,2.71843737855726
B.  Chemical industry,2020,Summary1As1,N2O,0.1714205040066
C.  Metal industry,2020,Summary1As1,N2O,0.02389769517527
G.  Other product manufacture and use ,2020,Summary1As1,N2O,2.52311917937539
Total national emissions and removals,2021,Summary1As1,N2O,72.43470314429108
1. Energy,2021,Summary1As1,N2O,7.57899512253192
                                           Sectoral approach(2),2021,Summary1As1,N2O,7.49509616691025
1.  Energy industries,2021,Summary1As1,N2O,2.28642061468003
2.  Manufacturing industries and construction                          ,2021,Summary1As1,N2O,0.88268353106684
3.  Transport,2021,Summary1As1,N2O,3.58246582375358
4.  Other sectors,2021,Summary1As1,N2O,0.68679739240449
5.  Other,2021,Summary1As1,N2O,0.05672880500531
B. Fugitive emissions from fuels,2021,Summary1As1,N2O,0.08389895562167
1.  Solid fuels,2021,Summary1As1,N2O,7.323048e-05
2.  Oil and natural gas and other emissions from energy production,2021,Summary1As1,N2O,0.08382572514167
2.  Industrial processes and product use,2021,Summary1As1,N2O,2.64813305860004
B.  Chemical industry,2021,Summary1As1,N2O,0.10962406442979
C.  Metal industry,2021,Summary1As1,N2O,0.02466249613922
G.  Other product manufacture and use ,2021,Summary1As1,N2O,2.51384649803103
3.  Agriculture,1990,Summary1As2,N2O,62.92123886438919
B.  Manure management,1990,Summary1As2,N2O,11.46756402078032
D.  Agricultural soils,1990,Summary1As2,N2O,50.67324186235371
F.  Field burning of agricultural residues,1990,Summary1As2,N2O,0.1934806956073
J.  Other ,1990,Summary1As2,N2O,0.58695228564786
"4.  Land use, land-use change and forestry  (4)",1990,Summary1As2,N2O,7.20830433478355
A. Forest land (4),1990,Summary1As2,N2O,1.65640375353389
B. Cropland (4),1990,Summary1As2,N2O,2.46509349029626
C. Grassland (4),1990,Summary1As2,N2O,0.08677754963568
D. Wetlands (4),1990,Summary1As2,N2O,0.07130350057994
E. Settlements (4),1990,Summary1As2,N2O,1.47876170366521
H. Other  (4),1990,Summary1As2,N2O,0.42378365267333
5.  Waste,1990,Summary1As2,N2O,3.2836697786173
B.  Biological treatment of solid waste (5),1990,Summary1As2,N2O,0.04665065472522
C.  Incineration and open burning of waste (5),1990,Summary1As2,N2O,0.23184927271014
D.  Wastewater treatment and discharge,1990,Summary1As2,N2O,3.00516985118194
3.  Agriculture,1991,Summary1As2,N2O,62.97354595791011
B.  Manure management,1991,Summary1As2,N2O,11.36037153210608
D.  Agricultural soils,1991,Summary1As2,N2O,50.85887784063269
F.  Field burning of agricultural residues,1991,Summary1As2,N2O,0.17016797502258
J.  Other ,1991,Summary1As2,N2O,0.58412861014876
"4.  Land use, land-use change and forestry  (4)",1991,Summary1As2,N2O,7.15096975757703
A. Forest land (4),1991,Summary1As2,N2O,1.65386711400932
B. Cropland (4),1991,Summary1As2,N2O,2.45531128662272
C. Grassland (4),1991,Summary1As2,N2O,0.08439689022248
D. Wetlands (4),1991,Summary1As2,N2O,0.07107656266983
E. Settlements (4),1991,Summary1As2,N2O,1.45143708485841
H. Other  (4),1991,Summary1As2,N2O,0.42246024075145
5.  Waste,1991,Summary1As2,N2O,3.31037496310122
B.  Biological treatment of solid waste (5),1991,Summary1As2,N2O,0.10172362530916
C.  Incineration and open burning of waste (5),1991,Summary1As2,N2O,0.22446180759664
D.  Wastewater treatment and discharge,1991,Summary1As2,N2O,2.98418953019542
3.  Agriculture,1992,Summary1As2,N2O,60.95224997161547
B.  Manure management,1992,Summary1As2,N2O,11.35796098664445
D.  Agricultural soils,1992,Summary1As2,N2O,48.90404994535157
F.  Field burning of agricultural residues,1992,Summary1As2,N2O,0.12447662248324
J.  Other ,1992,Summary1As2,N2O,0.56576241713621
"4.  Land use, land-use change and forestry  (4)",1992,Summary1As2,N2O,7.06894699115106
A. Forest land (4),1992,Summary1As2,N2O,1.62626650274136
B. Cropland (4),1992,Summary1As2,N2O,2.44574507006692
C. Grassland (4),1992,Summary1As2,N2O,0.0820383199192
D. Wetlands (4),1992,Summary1As2,N2O,0.0708496152824
E. Settlements (4),1992,Summary1As2,N2O,1.42639031861799
H. Other  (4),1992,Summary1As2,N2O,0.42126457987319
5.  Waste,1992,Summary1As2,N2O,3.46097799976552
B.  Biological treatment of solid waste (5),1992,Summary1As2,N2O,0.15678573666652
C.  Incineration and open burning of waste (5),1992,Summary1As2,N2O,0.22181650552134
D.  Wastewater treatment and discharge,1992,Summary1As2,N2O,3.08237575757766
3.  Agriculture,1993,Summary1As2,N2O,59.41626776781218
B.  Manure management,1993,Summary1As2,N2O,11.39406334079226
D.  Agricultural soils,1993,Summary1As2,N2O,47.45275962672041
F.  Field burning of agricultural residues,1993,Summary1As2,N2O,0.00415848248823
J.  Other ,1993,Summary1As2,N2O,0.56528631781128
"4.  Land use, land-use change and forestry  (4)",1993,Summary1As2,N2O,6.99454560768628
A. Forest land (4),1993,Summary1As2,N2O,1.61652959209272
B. Cropland (4),1993,Summary1As2,N2O,2.42666718951274
C. Grassland (4),1993,Summary1As2,N2O,0.08112891815813
D. Wetlands (4),1993,Summary1As2,N2O,0.07062221718047
E. Settlements (4),1993,Summary1As2,N2O,1.39957274253058
H. Other  (4),1993,Summary1As2,N2O,0.42028529800857
5.  Waste,1993,Summary1As2,N2O,3.50481161548283
B.  Biological treatment of solid waste (5),1993,Summary1As2,N2O,0.2118726065631
C.  Incineration and open burning of waste (5),1993,Summary1As2,N2O,0.2251593162487
D.  Wastewater treatment and discharge,1993,Summary1As2,N2O,3.06777969267103
3.  Agriculture,1994,Summary1As2,N2O,61.46111013501815
B.  Manure management,1994,Summary1As2,N2O,11.4598945082763
D.  Agricultural soils,1994,Summary1As2,N2O,49.42064659652281
J.  Other ,1994,Summary1As2,N2O,0.58056903021904
"4.  Land use, land-use change and forestry  (4)",1994,Summary1As2,N2O,6.92214208076699
A. Forest land (4),1994,Summary1As2,N2O,1.62291433856009
B. Cropland (4),1994,Summary1As2,N2O,2.38961724135211
C. Grassland (4),1994,Summary1As2,N2O,0.07919828709115
D. Wetlands (4),1994,Summary1As2,N2O,0.07039436836406
E. Settlements (4),1994,Summary1As2,N2O,1.37632539822753
H. Other  (4),1994,Summary1As2,N2O,0.41907777772059
5.  Waste,1994,Summary1As2,N2O,3.55290797548022
B.  Biological treatment of solid waste (5),1994,Summary1As2,N2O,0.26697915488458
C.  Incineration and open burning of waste (5),1994,Summary1As2,N2O,0.19851815468029
D.  Wastewater treatment and discharge,1994,Summary1As2,N2O,3.08741066591535
3.  Agriculture,1995,Summary1As2,N2O,61.58462754924615
B.  Manure management,1995,Summary1As2,N2O,11.4358865254303
D.  Agricultural soils,1995,Summary1As2,N2O,49.57119364145385
J.  Other ,1995,Summary1As2,N2O,0.577547382362
"4.  Land use, land-use change and forestry  (4)",1995,Summary1As2,N2O,6.87091222859905
A. Forest land (4),1995,Summary1As2,N2O,1.6570625732606
B. Cropland (4),1995,Summary1As2,N2O,2.34969196346795
C. Grassland (4),1995,Summary1As2,N2O,0.07815970142156
D. Wetlands (4),1995,Summary1As2,N2O,0.07016606883313
E. Settlements (4),1995,Summary1As2,N2O,1.3513244357025
H. Other  (4),1995,Summary1As2,N2O,0.4180416117172
5.  Waste,1995,Summary1As2,N2O,3.63852317979151
B.  Biological treatment of solid waste (5),1995,Summary1As2,N2O,0.32205365906232
C.  Incineration and open burning of waste (5),1995,Summary1As2,N2O,0.203623456095
D.  Wastewater treatment and discharge,1995,Summary1As2,N2O,3.11284606463419
3.  Agriculture,1996,Summary1As2,N2O,62.65555277955896
B.  Manure management,1996,Summary1As2,N2O,11.84862033377254
D.  Agricultural soils,1996,Summary1As2,N2O,50.24793621390635
J.  Other ,1996,Summary1As2,N2O,0.55899623188007
"4.  Land use, land-use change and forestry  (4)",1996,Summary1As2,N2O,6.74716244705503
A. Forest land (4),1996,Summary1As2,N2O,1.64711357015318
B. Cropland (4),1996,Summary1As2,N2O,2.29767194975516
C. Grassland (4),1996,Summary1As2,N2O,0.077380253184
D. Wetlands (4),1996,Summary1As2,N2O,0.06993731858772
E. Settlements (4),1996,Summary1As2,N2O,1.31313354301359
H. Other  (4),1996,Summary1As2,N2O,0.41713430123252
5.  Waste,1996,Summary1As2,N2O,3.7673696937774
B.  Biological treatment of solid waste (5),1996,Summary1As2,N2O,0.3771371946879
C.  Incineration and open burning of waste (5),1996,Summary1As2,N2O,0.21197478985803
D.  Wastewater treatment and discharge,1996,Summary1As2,N2O,3.17825770923147
3.  Agriculture,1997,Summary1As2,N2O,63.49466448610236
B.  Manure management,1997,Summary1As2,N2O,12.02929450728553
D.  Agricultural soils,1997,Summary1As2,N2O,50.89895817596661
