GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector,PFCs(1),SF6 (kt)
A.  Solid waste disposal (5),,0.00690060258873,,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00225203094,0.000112601547,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01111658607897,0.0002538144,6.34536e-06,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03223301316042,0.00203346102087,,Summary1.As2,LIECHTENSTEIN,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.56954440439526,,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
B.  Manure management,,0.10791524631046,0.00522678667171,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02014525112319,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
H. Urea application,0.04482804907923,,,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
A. Forest land (4),8.77541643912553,,,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
B. Cropland (4),4.29780336991699,,5.291641666e-05,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
C. Grassland (4),4.04412467343933,,0.00018181083265,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
D. Wetlands (4),0.32882433594487,,3.771599259e-05,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
E. Settlements (4),3.32028932489008,,0.00064575677415,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.12558805949869,,,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00653748064112,,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00175729494,8.7864747e-05,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01094471646816,0.000256806,6.42015e-06,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03223448627308,0.00200343908973,,Summary1.As2,LIECHTENSTEIN,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.55109604213026,,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
B.  Manure management,,0.10329003466193,0.00514235846404,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01944373178044,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
H. Urea application,0.04286224351118,,,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
A. Forest land (4),7.21883579306851,,,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
B. Cropland (4),4.30032619589214,,5.585449498e-05,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
C. Grassland (4),4.07560620734345,,0.00018648247103,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
D. Wetlands (4),0.34428887387107,,3.945607278e-05,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
E. Settlements (4),3.31640856804217,,0.00064408991989,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.21389029067785,,,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00619491297899,,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00171092244,8.5546122e-05,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01101096084014,0.0002598483,6.49620749e-06,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03223571588226,0.00211159506726,,Summary1.As2,LIECHTENSTEIN,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.56334987719587,,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
B.  Manure management,,0.10689724755158,0.00525754979822,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02057234431968,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
H. Urea application,0.04948956725682,,,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
A. Forest land (4),10.89407144937435,,,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
B. Cropland (4),4.3028490218673,,5.879257329e-05,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
C. Grassland (4),4.11230753016597,,0.00019143244474,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
D. Wetlands (4),0.35975341179741,,4.119615298e-05,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
E. Settlements (4),3.31252781119429,,0.00064242306564,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.20969603253786,,,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00587164252941,,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00194459475,9.72297375e-05,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01093931880532,0.0002618544,6.54636e-06,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03254609578606,0.00218349955949,,Summary1.As2,LIECHTENSTEIN,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.57665539269725,,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
B.  Manure management,,0.1102564477947,0.00533228744122,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.02001817641118,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
H. Urea application,0.04401387684456,,,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
A. Forest land (4),11.12555353462903,,,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
B. Cropland (4),4.30537184784246,,6.173065161e-05,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
C. Grassland (4),4.14378906407008,,0.00019610408312,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
D. Wetlands (4),0.37521794972365,,4.293623317e-05,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
E. Settlements (4),3.30864705434638,,0.00064075621137,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.20558402124175,,,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00556649880807,,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0020660685,0.000103303425,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01067526159104,0.0002632833,6.58208251e-06,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03289990062292,0.00210008682652,,Summary1.As2,LIECHTENSTEIN,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.5476796907198,,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
B.  Manure management,,0.10576244216833,0.00509633674753,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01930169269964,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
H. Urea application,0.0426399809544,,,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
A. Forest land (4),3.6279625331319,,,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
B. Cropland (4),4.30789467381758,,6.466872993e-05,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
C. Grassland (4),4.1804903868926,,0.00020105405683,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
D. Wetlands (4),0.39068248764978,,4.467631336e-05,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
E. Settlements (4),3.30476629749835,,0.00063908935712,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.20155264397907,,,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00527839066349,,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00207455988,0.000103727994,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.0104902839286,0.0002600418,6.501045e-06,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03295137842992,0.00211962377329,,Summary1.As2,LIECHTENSTEIN,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.55819711966629,,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
B.  Manure management,,0.10827606017183,0.00516783434181,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0194277207948,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
H. Urea application,0.04133596511753,,,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
A. Forest land (4),3.50683006219268,,,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
B. Cropland (4),4.31041749979273,,6.760680825e-05,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
C. Grassland (4),4.21197192079665,,0.00020572569522,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
D. Wetlands (4),0.40614702557605,,4.641639355e-05,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
E. Settlements (4),3.30088554065047,,0.00063742250287,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.19760031956561,,,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00500629980263,,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00194895456,9.7447728e-05,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01051423932885,0.0002575224,6.43806e-06,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03007921203072,0.00206580762046,,Summary1.As2,LIECHTENSTEIN,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.55010154616739,,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
B.  Manure management,,0.10804561865037,0.0050783975037,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01964111338721,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
H. Urea application,0.04704429079436,,,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
A. Forest land (4),-1.80479448244172,,,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
B. Cropland (4),4.29897765910126,,7.054488657e-05,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
C. Grassland (4),4.25100035473037,,0.00021067566892,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
D. Wetlands (4),0.42161156350229,,4.815647375e-05,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
E. Settlements (4),3.29700478380262,,0.00063575564861,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.19372549782322,,,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00474927499347,,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00173769849,8.68849245e-05,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01047283251701,0.00025512,6.378e-06,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03020070411966,0.00217791919945,,Summary1.As2,LIECHTENSTEIN,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.55577778973087,,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
B.  Manure management,,0.10768554944887,0.00507809762003,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01924257831729,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
H. Urea application,0.04233114070148,,,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
A. Forest land (4),-3.61687376960892,,,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
B. Cropland (4),4.28753781840967,,7.348296488e-05,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
C. Grassland (4),4.28468784732546,,0.00021565311972,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
D. Wetlands (4),0.43707610142856,,4.989655394e-05,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
E. Settlements (4),3.29355050701395,,0.00063412985656,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.1899266589718,,,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00450642685617,,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0018000627,9.0003135e-05,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01028200336923,0.0002480322,6.200805e-06,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03053521988471,0.00210330190029,,Summary1.As2,LIECHTENSTEIN,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.53669418807876,,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
B.  Manure management,,0.10612502081825,0.00497662450222,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01910202242135,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
H. Urea application,0.04430093139024,,,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
A. Forest land (4),-1.97535560996595,,,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
B. Cropland (4),4.27166643019872,,7.417685803e-05,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
C. Grassland (4),4.08849261894513,,0.00020536130417,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
D. Wetlands (4),0.43101366801031,,4.817046678e-05,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
E. Settlements (4),3.25248396784542,,0.00063144595969,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.18620231303318,,,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00427692316738,,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00180273198,9.0136599e-05,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01038124405799,0.0002495292,6.23823e-06,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03090397045734,0.00209594505411,,Summary1.As2,LIECHTENSTEIN,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.54633092193297,,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
B.  Manure management,,0.10746029615402,0.00505137651425,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01961029659982,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
H. Urea application,0.04816858626314,,,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
A. Forest land (4),9.04252550651887,,,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
B. Cropland (4),4.25579504198758,,7.487075118e-05,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
C. Grassland (4),3.89911938310133,,0.00019506948861,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
D. Wetlands (4),0.42495123459213,,4.644437962e-05,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
E. Settlements (4),3.21141742867686,,0.00062876206282,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.1825509992468,,,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.0040599846138,,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0014842086,7.421043e-05,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01032131005026,0.000247911,6.197775e-06,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03102080482938,0.00207766757086,,Summary1.As2,LIECHTENSTEIN,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.56781963331026,,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
B.  Manure management,,0.11134184292211,0.00523903856158,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01985571366292,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
H. Urea application,0.04524718578636,,,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
A. Forest land (4),-0.59907592813893,,,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
B. Cropland (4),4.23992365377662,,7.556464433e-05,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
C. Grassland (4),3.70633515098939,,0.00018477767306,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
D. Wetlands (4),0.41888880117388,,4.471829245e-05,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
E. Settlements (4),3.1703508895083,,0.00062607816597,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.17897128549668,,,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00385488094015,,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00189558393,9.47791965e-05,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.00998813676211,0.0002394876,5.98719e-06,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03125460613638,0.00211636855511,,Summary1.As2,LIECHTENSTEIN,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.57663620419549,,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
B.  Manure management,,0.11070621297818,0.00522017197463,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01975808406997,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
H. Urea application,0.04022588249464,,,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
A. Forest land (4),-7.80777240319425,,,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
B. Cropland (4),4.22405226556563,,7.625853748e-05,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
C. Grassland (4),3.51355091887738,,0.0001744858575,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
D. Wetlands (4),0.41282636775563,,4.299220529e-05,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
E. Settlements (4),3.12928435033981,,0.00062339426909,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.17546176774981,,,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00366092744483,,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00210022035,0.0001050110175,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01025857229956,0.0002460678,6.151695e-06,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03137714167894,0.00209526019014,,Summary1.As2,LIECHTENSTEIN,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,0.5666278779949,,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
B.  Manure management,,0.10931603365893,0.00524435911987,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.01953115969266,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
H. Urea application,0.04138323406408,,,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
A. Forest land (4),-11.98422334606949,,,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
B. Cropland (4),4.22214354402119,,7.695243063e-05,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
C. Grassland (4),3.324257353432,,0.00016419404195,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
D. Wetlands (4),0.40676393433738,,4.126611812e-05,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
E. Settlements (4),3.08821781117128,,0.00062071037223,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,3.  Agriculture,,
G. Harvested wood products ,0.17202106950534,,,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,0.00347748178299,,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.00211382055,0.0001056910275,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.01007539543327,0.0002432712,6.08178e-06,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.03195986856304,0.00212570095457,,Summary1.As2,LIECHTENSTEIN,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,
