Main_Category,Sub_Category,Detail_Category,Year,CO2 (kt),CH4,N2O
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1990,0.0,2415.476830752694,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1991,0.0,2439.673052495284,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1992,0.0,2442.9709087605693,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1993,0.0,2464.302834501633,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1994,0.0,2485.76101426558,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1995,0.0,2530.5140480793166,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1996,0.0,2538.4838750601984,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1997,0.0,2530.7990466070787,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1998,0.0,2490.819244662609,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),1999,0.0,2380.420257439708,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2000,0.0,2281.3947577472604,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2001,0.0,2232.8151731967987,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2002,0.0,2185.7607251356903,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2003,0.0,2038.490730370724,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2004,0.0,1863.2711644994915,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2005,0.0,1755.5843076900198,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2006,0.0,1628.811561264952,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2007,0.0,1496.8076898346071,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2008,0.0,1323.3834881369344,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2009,0.0,1166.6140644129964,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2010,0.0,977.8738086356664,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2011,0.0,889.8260439914259,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2012,0.0,831.2936804470482,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2013,0.0,712.441346967954,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2014,0.0,615.8278334831641,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2015,0.0,592.4479067569033,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2016,0.0,563.3561323595386,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2017,0.0,570.5713471972106,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2018,0.0,573.8642933769015,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2019,0.0,565.7701878081086,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2020,0.0,516.5377010712563,0.0
Total national emissions and removals,Waste,A.  Solid waste disposal (5),2021,0.0,492.0390764134136,0.0
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1990,0.0,0.78179388894899,0.04665065472522
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1991,0.0,1.69967673201469,0.10172362530916
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1992,0.0,2.61737858797067,0.15678573666652
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1993,0.0,3.53549308624696,0.2118726065631
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1994,0.0,4.45694115606957,0.26697915488458
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1995,0.0,5.37484955903185,0.32205365906232
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1996,0.0,6.29290848612487,0.3771371946879
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1997,0.0,7.21159692822735,0.43222844523607
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1998,0.0,8.13062351528748,0.48737004045968
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),1999,0.0,9.0492306221496,0.54248646687141
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2000,0.0,9.96816115550442,0.5976222988727
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2001,0.0,11.1724705691854,0.66906628449356
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2002,0.0,12.10596616833846,0.72273567980444
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2003,0.0,12.99937075111225,0.77640409237087
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2004,0.0,14.08259281455032,0.83879394879998
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2005,0.0,15.53698462657834,0.92197734259317
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2006,0.0,16.76475372851526,0.99435875762352
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2007,0.0,19.63930074768659,1.16523656427849
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2008,0.0,19.56309548277321,1.15808722292908
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2009,0.0,23.08387255503695,1.34906534893247
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2010,0.0,27.1411506882229,1.58814763421579
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2011,0.0,30.44496748148559,1.75655546750178
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2012,0.0,32.49683511641214,1.82015404557099
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2013,0.0,35.36185415538538,1.9457192482463
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2014,0.0,40.58558033867205,2.17330860800115
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2015,0.0,41.82774459337047,2.18776792003307
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2016,0.0,45.39109961130904,2.32535751205687
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2017,0.0,47.41973475625791,2.41959378334363
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2018,0.0,46.53027286999906,2.37479715153127
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2019,0.0,46.47474019178612,2.39039073751268
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2020,0.0,46.0516275763976,2.33211658658084
Total national emissions and removals,Waste,B.  Biological treatment of solid waste (5),2021,0.0,49.06588206190915,2.49243785430705
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1990,1445.1711054254847,7.63512171144274,0.23184927271014
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1991,1413.9562295202718,7.48621620662736,0.22446180759664
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1992,1408.0338995909156,7.19584319271656,0.22181650552134
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1993,1357.3670305573405,6.60562851753323,0.2251593162487
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1994,1163.283836442643,5.54357836460628,0.19851815468029
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1995,1130.1359570419413,5.4466883429997,0.203623456095
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1996,1137.1148666002075,5.53922896511617,0.21197478985803
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1997,730.1345457801694,3.12702526208138,0.17339948747782
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1998,734.118553929963,3.06658484744301,0.27541333938398
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),1999,683.7176300660886,3.10031171867891,0.27821057293036
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2000,709.6248054484236,2.99776458608076,0.28214563794894
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2001,646.1555472784232,2.99680276663572,0.28618944140085
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2002,632.5699765241154,2.98258439770096,0.2910632544381
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2003,611.6439454876187,2.91562568467525,0.28746050146523
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2004,592.887656019839,2.74920223020945,0.28787631621985
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2005,539.2044098749911,2.73180311879361,0.28891840011885
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2006,383.9601106633848,2.66813139980747,0.2890703845111
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2007,453.0504957286163,2.62857057887276,0.28300724863348
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2008,400.74986468622586,2.5080956985053,0.2577614021768
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2009,370.1828753220255,2.39687665779632,0.26332512750983
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2010,353.83329240480685,2.29289207201363,0.2947874867597
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2011,332.10664622766666,2.22675063847684,0.28648308243608
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2012,325.7505661584421,2.16436511152765,0.27144787812459
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2013,321.731445951787,2.14646939080357,0.26423597635978
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2014,327.63604233315,2.11060440884962,0.23878721307202
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2015,311.0210443659128,2.13202146128449,0.23316770149149
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2016,324.0463648379365,2.13249216230455,0.21249156986937
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2017,311.80816638370766,2.13338301522168,0.19681128781415
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2018,305.8660426724512,2.14114993934436,0.17451286820706
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2019,302.48052153215804,2.1270343830346,0.15208469174696
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2020,306.22363852389003,2.08770871888172,0.13558385186172
Total national emissions and removals,Waste,C.  Incineration and open burning of waste (5),2021,335.70365281285507,2.11254545346003,0.13340923144254
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1990,0.0,84.47521736034132,3.00516985118194
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1991,0.0,85.06244618227237,2.98418953019542
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1992,0.0,86.50146562465844,3.08237575757766
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1993,0.0,87.44824734924349,3.06777969267103
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1994,0.0,87.95967540751506,3.08741066591535
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1995,0.0,84.88470754556784,3.11284606463419
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1996,0.0,85.25373260476093,3.17825770923147
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1997,0.0,90.59514889160396,3.20869202991993
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1998,0.0,85.97855069366298,3.19004898732463
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,1999,0.0,82.15773733841502,3.13671724317243
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2000,0.0,75.29732996523482,3.24780583643589
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2001,0.0,56.22673256466786,3.15741370250807
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2002,0.0,57.73980020595909,3.17895055692393
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2003,0.0,60.8211817933916,3.12432793104404
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2004,0.0,61.9986041129102,3.10650364255224
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2005,0.0,65.3199960453172,3.14451880323178
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2006,0.0,78.1462986095442,3.15803921309397
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2007,0.0,81.4255254979283,3.15460261929199
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2008,0.0,77.72386153884258,3.09368977497833
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2009,0.0,75.3073125734751,3.1217980946447
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2010,0.0,73.012704714686,3.18021411349891
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2011,0.0,75.0179250189878,3.18540523089194
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2012,0.0,72.07639062831612,3.14507569466599
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2013,0.0,71.4556111544563,3.12241764387474
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2014,0.0,75.4162845807766,3.14334378526878
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2015,0.0,72.63882949721528,3.18962522561315
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2016,0.0,67.6363735671322,3.14632583725746
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2017,0.0,71.4877243505279,3.26034125526082
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2018,0.0,71.64207526329228,3.24170488934432
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2019,0.0,68.9147939075075,3.33736395871763
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2020,0.0,64.7948291058372,3.3742214404275
Total national emissions and removals,Waste,D.  Wastewater treatment and discharge,2021,0.0,69.9778176814922,3.40949047744223
