GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt)
D. Wetlands (4),13.86000000000001,,0.003,Summary1.As2,BLR,2005,Subsector,3.  Agriculture,,,
E. Settlements (4),-4345.822894061579,,,Summary1.As2,BLR,2005,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,89.13112507718725,,Summary1.As2,BLR,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),40.506,0.001221,0.00112,Summary1.As2,BLR,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,95.11372578178576,0.51216816717,Summary1.As2,BLR,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,294.2145008166912,,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
B.  Manure management,,23.56181607807746,2.80035905077534,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,32.92318634110993,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
G. Liming,997.26,,,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
H. Urea application,396.4957333333334,,,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
A. Forest land (4),-51161.01503733372,0.459876928,0.0748202888,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
B. Cropland (4),18847.32666666668,,,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
D. Wetlands (4),10.19333333333334,,0.0022,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
E. Settlements (4),-4351.536981060704,,,Summary1.As2,BLR,2006,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,90.23525313825591,,Summary1.As2,BLR,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),38.272,0.0010048,9.8e-06,Summary1.As2,BLR,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,97.25637873667316,0.512071772641,Summary1.As2,BLR,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,293.8219611792426,,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
B.  Manure management,,24.01969224617748,2.8336932640936,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,32.20498933037917,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
G. Liming,920.084,,,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
H. Urea application,453.28873333333337,,,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
A. Forest land (4),-53274.855470333714,0.216501584,0.0573813589,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
B. Cropland (4),18884.47000000002,,,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
D. Wetlands (4),9.60666666666668,,0.0021,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
E. Settlements (4),-4482.441519586106,,,Summary1.As2,BLR,2007,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,91.78112167478156,,Summary1.As2,BLR,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),36.420125,0.00120005,0.001126048,Summary1.As2,BLR,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,101.1234197120507,0.50912429846111,Summary1.As2,BLR,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,298.5229642325731,,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
B.  Manure management,,24.09389791667434,2.8634614007545,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,33.9927273134848,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
G. Liming,848.848,,,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
H. Urea application,469.6860666666667,,,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
A. Forest land (4),-53045.175983333385,0.2090248,0.055849205,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
B. Cropland (4),18639.793333333346,,,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
D. Wetlands (4),10.04666666666668,,0.0022,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
E. Settlements (4),-4526.07636576124,,,Summary1.As2,BLR,2008,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,92.95795893925252,,Summary1.As2,BLR,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),39.93,0.00303,0.002829,Summary1.As2,BLR,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,102.78771029250656,0.49234004530425,Summary1.As2,BLR,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,309.55092207125244,,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
B.  Manure management,,25.03348724536544,2.96675188509548,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,35.1601213163184,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
G. Liming,866.272,,,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
H. Urea application,312.4953333333333,,,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
A. Forest land (4),-57012.68034366672,0.416694864,0.0712958974,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
B. Cropland (4),18653.066666666684,,,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
D. Wetlands (4),10.01000000000001,,0.0021,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
E. Settlements (4),-4549.971638666671,,,Summary1.As2,BLR,2009,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,94.6759129872254,,Summary1.As2,BLR,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),46.00614,0.0041,0.00254,Summary1.As2,BLR,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,97.15671166314726,0.46665137557579,Summary1.As2,BLR,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,313.1025703347659,,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
B.  Manure management,,25.48165148475185,3.04738632236349,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,34.32150878523973,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
G. Liming,830.324,,,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
H. Urea application,488.8253333333333,,,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
A. Forest land (4),-59257.35706066672,0.215503008,0.0531545823,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
B. Cropland (4),18417.630000000016,,,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
D. Wetlands (4),9.93666666666668,,0.0021,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
E. Settlements (4),-5035.7843653333375,,,Summary1.As2,BLR,2010,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,96.8180529803954,,Summary1.As2,BLR,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),81.7571,0.00231806,0.0022169,Summary1.As2,BLR,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,101.13872344636854,0.46885100198098,Summary1.As2,BLR,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,315.89578127158313,,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
B.  Manure management,,26.14607422110597,3.13672210184693,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,35.93973846690322,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
G. Liming,714.164,,,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
H. Urea application,492.7934000000001,,,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
A. Forest land (4),-58095.05319266639,0.199302432,0.0507220422,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
B. Cropland (4),18407.033333333355,,,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
D. Wetlands (4),10.89000000000001,,0.0023,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
E. Settlements (4),-4928.781847000004,,,Summary1.As2,BLR,2011,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,99.4954174083321,,Summary1.As2,BLR,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),72.474,0.004789,0.004448,Summary1.As2,BLR,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,100.50095116197858,0.48173772707469,Summary1.As2,BLR,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,323.8137605534646,,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
B.  Manure management,,27.01449929918509,3.22725197374076,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,34.90424783486681,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
G. Liming,675.532,,,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
H. Urea application,624.4436000000001,,,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
A. Forest land (4),-56554.05216966639,0.207266896,0.0493833491,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
B. Cropland (4),18638.216666666685,,,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
D. Wetlands (4),10.52333333333334,,0.0023,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
E. Settlements (4),-4846.526861000004,,,Summary1.As2,BLR,2012,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,101.99358463608912,,Summary1.As2,BLR,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),38.831,0.001355,0.001213,Summary1.As2,BLR,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,101.77944396851866,0.49264217554554,Summary1.As2,BLR,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,330.0348590608041,,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
B.  Manure management,,28.29846777275323,3.36666557519315,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,34.51125807965698,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
G. Liming,498.124,,,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
H. Urea application,424.16806666666673,,,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
A. Forest land (4),-58495.24097333338,0.21499248,0.049022608,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
B. Cropland (4),18355.04000000002,,,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
D. Wetlands (4),11.55000000000001,,0.0025,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
E. Settlements (4),-4965.123104333338,,,Summary1.As2,BLR,2013,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,104.54448918779327,,Summary1.As2,BLR,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),38.518,0.0010917,0.001049,Summary1.As2,BLR,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,110.5179016696949,0.50466509298818,Summary1.As2,BLR,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,324.64395850281454,,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
B.  Manure management,,25.92020743331528,3.23318916168584,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,32.92411235255175,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
G. Liming,596.332,,,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
H. Urea application,519.3,,,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
A. Forest land (4),-57661.12847666705,0.27357392,0.053509457,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
B. Cropland (4),18280.533333333347,,,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
D. Wetlands (4),7.77333333333334,,0.0017,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
E. Settlements (4),-4952.195867666672,,,Summary1.As2,BLR,2014,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,106.50722638876267,,Summary1.As2,BLR,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),41.47244,0.00130667,0.00125484,Summary1.As2,BLR,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,111.39279280497898,0.52663886670788,Summary1.As2,BLR,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,328.4080774160096,,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
B.  Manure management,,24.94252100948489,3.23584460195476,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,32.57715046414404,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
G. Liming,648.208,,,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
H. Urea application,318.9,,,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
A. Forest land (4),-56257.14483236672,2.248324368,0.1910685503,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
B. Cropland (4),19018.376666666685,,,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
D. Wetlands (4),7.11333333333334,,0.0015,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
E. Settlements (4),-5085.325824333338,,,Summary1.As2,BLR,2015,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,108.12472897783267,,Summary1.As2,BLR,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),36.283,0.00126,0.001139,Summary1.As2,BLR,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,106.5363944850559,0.52927465617966,Summary1.As2,BLR,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,327.5466546316111,,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
B.  Manure management,,25.77893925870304,3.28974429219502,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,32.92059241749067,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
G. Liming,503.272,,,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
H. Urea application,423.6,,,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
A. Forest land (4),-51387.388783333045,0.1869344,0.052312365,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
B. Cropland (4),18303.230000000018,,,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
D. Wetlands (4),11.36666666666668,,0.0024,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
E. Settlements (4),-5210.561484333338,,,Summary1.As2,BLR,2016,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,109.51257599850194,,Summary1.As2,BLR,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),35.509,0.00113,0.00106,Summary1.As2,BLR,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,101.88758484011434,0.5221461456783,Summary1.As2,BLR,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,326.167494182982,,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
B.  Manure management,,25.6945265727994,3.28415531214043,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,33.55394192919672,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
G. Liming,624.404,,,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
H. Urea application,542.4676986666667,,,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
A. Forest land (4),-45897.37031100004,0.190189552,0.0516799067,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
B. Cropland (4),17739.003333333352,,,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
D. Wetlands (4),6.78333333333334,,0.0015,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
E. Settlements (4),-5443.908297666671,,,Summary1.As2,BLR,2017,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,110.94135459096884,,Summary1.As2,BLR,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),40.323,0.001374,0.001266,Summary1.As2,BLR,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,104.5934171926716,0.51657299297246,Summary1.As2,BLR,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,324.49690700409104,,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
B.  Manure management,,25.93811566886887,3.30325340176136,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,33.20590070312889,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
G. Liming,501.072,,,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
H. Urea application,483.3960633333334,,,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
A. Forest land (4),-48135.91092933305,0.498688672,0.0724817212,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
B. Cropland (4),18349.026666666683,,,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
D. Wetlands (4),6.08666666666667,,0.0013,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
E. Settlements (4),-5556.578401000004,,,Summary1.As2,BLR,2018,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,112.10068320393056,,Summary1.As2,BLR,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),75.838,0.007504,0.007165,Summary1.As2,BLR,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,111.9760680326662,0.51876168828778,Summary1.As2,BLR,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,324.98782598400584,,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
B.  Manure management,,24.97702882354704,3.26688817438599,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,33.23163389418325,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
G. Liming,440.792,,,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
H. Urea application,483.93389,,,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
A. Forest land (4),-44149.73694170338,1.0434988,0.107884918,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
B. Cropland (4),18576.25000000002,,,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
D. Wetlands (4),4.62,,0.001,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
E. Settlements (4),-5584.1853283333385,,,Summary1.As2,BLR,2019,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,112.9529086746291,,Summary1.As2,BLR,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),100.407,0.00949,0.00884,Summary1.As2,BLR,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,112.6962125,0.51289,Summary1.As2,BLR,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,327.8905698222935,,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
B.  Manure management,,25.4034476923507,3.26063131756156,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,34.84611463687115,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
G. Liming,427.02,,,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
H. Urea application,524.5534433333333,,,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
A. Forest land (4),-47449.60234329671,0.96735888,0.108846297,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
B. Cropland (4),19134.50000000001,,,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
D. Wetlands (4),4.87666666666667,,0.001,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
E. Settlements (4),-5727.383328333338,,,Summary1.As2,BLR,2020,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,111.25689,,Summary1.As2,BLR,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),27.319,0.0014482,0.0013558,Summary1.As2,BLR,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,114.64219,0.5184,Summary1.As2,BLR,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,331.8310927694479,,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
B.  Manure management,,25.26075851980702,3.22304570515738,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,34.75720252814423,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
G. Liming,417.692,,,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
H. Urea application,515.7868276282524,,,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
A. Forest land (4),-49618.287660000045,0.67977392,0.045686332,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
B. Cropland (4),15042.42666666668,,,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
D. Wetlands (4),4.62,,0.001,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
E. Settlements (4),-5965.373333333338,,,Summary1.As2,BLR,2021,Subsector,3.  Agriculture,,,
A.  Solid waste disposal (5),,106.85426,,Summary1.As2,BLR,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.942,0.0706,Summary1.As2,BLR,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),26.3145,0.0008987,0.0008347,Summary1.As2,BLR,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,122.52497,0.5712,Summary1.As2,BLR,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
